freebase_id,nominations,wins
/m/0h52mjk,8,2
/m/0gsvg9,4,2
/m/02ctc6,27,12
/m/0cnkj2,10,0
/m/05t56z2,5,10
/m/03wh9ql,0,4
/m/09hh0_,7,3
/m/0cc6rq_,17,14
/m/03qhcv5,0,2
/m/04dp5j,2,4
/m/06977k,11,2
/m/0bm7x,6,3
/m/0gvv0b1,0,0
/m/01q40v,3,2
/m/04j0njj,6,1
/m/07c6yg,6,4
/m/03k8th,22,5
/m/02pt8cw,0,0
/m/0dgr_5t,32,19
/m/04kwxf,0,0
/m/03c6gjg,10,3
/m/04857z,5,5
/m/01xv3c,4,0
/m/0gkyxjc,13,1
/m/0hyp0b8,0,2
/m/01w4s2,3,2
/m/02j48l,0,0
/m/0fqxbt,0,0
/m/0bfm67,0,0
/m/0dt1c7,1,1
/m/03h0dlt,0,2
/m/0273p6z,0,0
/m/0crd8z,0,0
/m/026hyj6,0,0
/m/02q6gfp,61,48
/m/058vyh5,2,2
/m/05g1cj,2,4
/m/0dtjpk,0,0
/m/02pxxg7,4,5
/m/056bgzg,31,5
/m/0dyfl_,0,0
/m/06423cy,0,0
/m/0g471v,4,0
/m/026nc8x,7,0
/m/05427h5,3,3
/m/043h78,14,5
/m/093s98,0,0
/m/02drrg,14,0
/m/06cm6h,14,5
/m/09lf06,0,4
/m/01yzvd,1,1
/m/0fnpcm,0,0
/m/031py7,6,8
/m/04xvzg,0,0
/m/0c2jhx,0,0
/m/06d6z_,1,3
/m/0dg69f,0,0
/m/0cjqqj,0,0
/m/0h14bbc,0,2
/m/06mnqw,0,0
/m/02qnn1h,0,0
/m/017gm7,138,132
/m/04lqvlr,40,32
/m/03_wpx,0,0
/m/0g65h2,2,3
/m/09rw6x5,0,0
/m/04y9mm8,12,2
/m/0gkstbc,108,35
/m/027yyjv,0,0
/m/027bw37,7,0
/m/0gvrws1,6,2
/m/06kh11,7,0
/m/06zsvhk,1,2
/m/04_6g9,2,0
/m/0f8gm_,0,0
/m/06zrtrb,0,0
/m/0fcbjw,16,9
/m/0bqwg4,0,0
/m/04mzkcp,0,0
/m/04000h,10,2
/m/0dskzc,12,4
/m/026hxwx,3,2
/m/03cx55t,14,7
/m/09hnpr,6,4
/m/0crc9xr,17,5
/m/05sbv3,9,21
/m/01qx3f,0,0
/m/02stbw,14,11
/m/063hp4,9,8
/m/0j9q7_j,3,5
/m/0729lc,2,0
/m/0pd57,19,5
/m/0273rqs,4,6
/m/01kzd_v,7,5
/m/03hkch7,145,66
/m/058jj8,0,0
/m/02xbw6q,3,3
/m/0241y7,26,8
/m/03nwq57,5,2
/m/06w7y_8,19,9
/m/06brld,1,6
/m/09gnwh5,6,2
/m/02k1pr,13,5
/m/02722jh,7,10
/m/02rpwt2,4,0
/m/07nxvj,13,2
/m/04ynx7,8,2
/m/0dgnwwr,14,2
/m/03xcv3,0,0
/m/05fb1tf,9,10
/m/0732_0,2,0
/m/05m_jsg,3,2
/m/0gz6b6g,10,3
/m/03tbg6,3,2
/m/0gmglbv,3,0
/m/06yx4x,2,2
/m/078fqr,0,0
/m/025skpr,3,3
/m/04l7z_,2,0
/m/09g9xh2,2,1
/m/08q3xy,6,4
/m/0gvrnx_,2,0
/m/0177cx,9,1
/m/026ns_8,0,0
/m/07ykh6y,2,0
/m/080dfr7,8,2
/m/02rlnb,4,1
/m/0j50wd9,0,0
/m/0p_th,26,41
/m/05dkr7,0,0
/m/041td_,28,13
/m/01pj_5,6,7
/m/05f9pyv,3,1
/m/0k4f3,13,11
/m/0844ht,3,0
/m/019nsz,2,1
/m/04myk_s,2,2
/m/0286gm1,24,22
/m/01yttf,4,1
/m/03cv_gy,38,51
/m/08f_z2,3,0
/m/0c9qsk,4,0
/m/05q73lc,6,6
/m/069gq4,0,0
/m/0g4pmz_,2,1
/m/0bmjjh7,4,0
/m/0272s84,1,5
/m/0fwhxl,5,6
/m/0284b56,28,17
/m/047cq8_,31,15
/m/06y60c,11,5
/m/019kyn,0,7
/m/04q24zv,15,11
/m/07lzw_,9,21
/m/05ftpb,1,1
/m/04jpg2p,63,35
/m/07kg32c,12,6
/m/04d_8lh,1,3
/m/09tmq89,31,24
/m/05dddq,0,0
/m/03mc6yp,22,4
/m/03sq24,19,2
/m/02qnl2y,0,0
/m/0879bpq,23,3
/m/03qpbml,2,8
/m/0kv627,4,10
/m/069f8x,7,9
/m/075wx89,22,11
/m/04j9m_,20,26
/m/0g57wgv,50,19
/m/04n5j33,0,0
/m/064lsn,74,57
/m/02r88lg,0,0
/m/0f4m2z,6,17
/m/0191n,18,18
/m/06600n9,3,1
/m/05c3jb0,0,4
/m/0gd3mmg,0,0
/m/06x6y3,6,3
/m/0g6ls3n,21,8
/m/05jkvf,0,0
/m/0bq6zl,2,2
/m/04h3cf,24,12
/m/05632r,3,1
/m/075cp1,1,1
/m/06zy75,3,2
/m/09n0nb,0,0
/m/075cph,4,2
/m/03d0q0_,16,46
/m/05702n,2,5
/m/0gbkv1,15,24
/m/05r3qc,9,4
/m/026_hqx,0,0
/m/0bnzd,75,39
/m/02r8hh_,58,29
/m/0dx2y_,9,7
/m/048scx,8,3
/m/089ddx,4,1
/m/064r97z,31,35
/m/06w84zy,11,1
/m/0c0rz3,2,1
/m/05cxdn,0,2
/m/02rw6c,3,1
/m/037_84,5,2
/m/0b7plv,1,5
/m/0djb3vw,0,0
/m/0l8lv85,7,0
/m/08z004,0,0
/m/063yzsm,5,5
/m/04b_jc,31,29
/m/02rp_6t,14,6
/m/0g54nvz,8,0
/m/0c4mcp,5,0
/m/0sxgv,16,11
/m/09z2yf,9,5
/m/07ttmb,5,3
/m/07l4ylb,2,2
/m/0dyv78,0,0
/m/0g5879y,43,19
/m/076cw4,2,9
/m/032bs,8,19
/m/04q72cv,2,0
/m/047s5c4,0,0
/m/0g6vpmf,4,2
/m/07rhl9,0,0
/m/03ynwqj,8,1
/m/0gy9pg7,1,5
/m/054_l4,4,3
/m/082f_5,0,0
/m/049vdj,0,5
/m/04sg0b,9,5
/m/04tb5k,0,0
/m/06wn11,0,0
/m/02dj5n,4,3
/m/03c7jvd,29,19
/m/06d6nx,0,0
/m/05lm43,0,0
