num_tokens,num_unique_words,sentiment_polarity,sentiment_subjectivity,flesch_reading_ease,wikipedia_id,metascore,imdb_rating_scaled,rating_difference
671,234,0.1110599078341014,0.37818740399385564,49.52,3257958,32.0,48.0,-16.0
773,237,-0.04462719298245614,0.3644736842105264,65.15,9294,71.0,74.0,-3.0
410,151,0.12902298850574712,0.4563218390804598,75.3,1330432,59.0,70.0,-11.0
591,208,-0.08363049648763934,0.4461441732870305,67.38,2274938,26.0,61.0,-35.0
31,21,0.0,0.25,56.59,28983795,37.0,73.0,-36.0
304,129,-1.8503717077085942e-18,0.2380555555555556,52.53,1307956,64.0,71.0,-7.0
633,239,0.020978535353535357,0.42898989898989903,66.17,1871096,53.0,72.0,-19.0
713,222,0.014548574548574549,0.4211423111423111,76.86,203413,56.0,55.0,1.0
487,202,0.11913255935983205,0.41437950937950935,48.74,4179195,60.0,70.0,-10.0
1670,505,0.050317334474311214,0.3512361992013155,70.84,204774,83.0,81.0,2.0
257,95,0.08229166666666667,0.6307291666666667,63.22,4268056,47.0,71.0,-24.0
608,199,-0.08055555555555555,0.42800453514739234,63.63,265033,59.0,65.0,-6.0
145,67,-0.0625,0.3375,58.82,8764467,46.0,57.0,-11.0
786,267,0.05775518341307814,0.3652511961722488,56.39,305909,61.0,65.0,-4.0
70,35,0.14444444444444443,0.4055555555555556,57.44,106352,85.0,73.0,12.0
720,253,0.030370780980537082,0.3887533875338753,64.85,25335991,69.0,74.0,-5.0
629,247,0.043892797017797025,0.48467186748436747,49.79,45772,70.0,81.0,-11.0
402,145,0.15398148148148144,0.38185185185185183,56.49,600008,56.0,73.0,-17.0
446,158,0.013888888888888888,0.3589371980676329,72.26,14935392,46.0,57.0,-11.0
446,157,-0.17416666666666666,0.5336111111111111,70.13,4734122,61.0,73.0,-12.0
941,252,-0.03973501246228519,0.28379574970484056,80.21,30714098,22.0,49.0,-27.0
815,284,-0.02923329504962158,0.35056366535958366,53.31,6215073,40.0,69.0,-29.0
657,223,0.0008333333333333304,0.4651813186813186,70.94,484102,54.0,74.0,-20.0
537,181,-0.07225524475524475,0.4772902097902097,69.01,4415958,52.0,64.0,-12.0
1141,364,0.04429854096520762,0.34078391626010685,60.48,101523,51.0,68.0,-17.0
987,328,0.024604377104377104,0.45146344396344384,66.78,12152908,53.0,62.0,-9.0
226,91,0.12384615384615386,0.3364102564102564,68.2,35316287,40.0,64.0,-24.0
936,239,-0.0057692307692307696,0.267948717948718,69.92,17758086,21.0,55.0,-34.0
177,82,0.11466942148760327,0.48904958677685945,43.87,23268277,67.0,82.0,-15.0
188,86,0.26871693121693124,0.5605820105820105,61.7,1376896,22.0,62.0,-40.0
538,198,0.0049043062200956914,0.47894736842105273,66.88,4370892,44.0,61.0,-17.0
87,45,0.22363636363636363,0.4354545454545454,71.48,3036635,19.0,51.0,-32.0
980,354,0.0297270955165692,0.4443957115009747,56.08,228355,76.0,76.0,0.0
1390,354,0.06919047619047618,0.4672142857142857,77.37,18520285,33.0,46.0,-13.0
541,202,0.18280384490061902,0.4806125773867709,63.32,1740764,31.0,48.0,-17.0
233,102,0.035333333333333335,0.48266666666666663,58.82,1266819,71.0,63.0,8.0
606,211,0.11558769513314968,0.3765381083562902,69.72,23438736,72.0,70.0,2.0
146,70,-0.13311688311688313,0.3828231292517007,66.37,20671625,47.0,57.0,-10.0
610,215,0.11328787878787877,0.39018181818181824,61.36,1343628,59.0,70.0,-11.0
717,247,0.06962499999999998,0.4189166666666667,69.41,8896753,25.0,62.0,-37.0
740,244,-0.10944514590347924,0.4861602132435467,78.89,27923824,53.0,57.0,-4.0
100,45,0.09583333333333333,0.6,56.79,11850569,76.0,66.0,10.0
868,271,-0.02373737373737374,0.3596275252525253,79.8,1141596,80.0,70.0,10.0
386,150,0.03676271645021644,0.32775072150072143,63.49,171545,83.0,72.0,11.0
641,221,0.040499999999999994,0.5294537037037038,65.05,3912910,43.0,62.0,-19.0
420,159,0.094921875,0.4804687499999999,68.6,451791,72.0,72.0,0.0
103,51,0.10740740740740741,0.672222222222222,65.56,24732529,45.0,63.0,-18.0
224,99,0.1226190476190476,0.3356575963718821,51.89,4140604,78.0,74.0,4.0
501,206,-0.028854166666666663,0.26642857142857135,53.04,129246,76.0,77.0,-1.0
782,243,0.2258184523809524,0.6249007936507937,76.66,1226363,92.0,79.0,13.0
719,253,0.16196145124716552,0.4609977324263037,65.56,512161,38.0,56.0,-18.0
94,49,-0.18080808080808083,0.6232323232323231,56.25,13891325,70.0,73.0,-3.0
548,189,0.1355429292929293,0.5388888888888889,63.7,26968111,68.0,64.0,4.0
520,182,-0.007060606060606052,0.3822424242424243,69.11,633832,78.0,73.0,5.0
887,234,0.15277489177489176,0.4835551948051946,86.64,27753599,49.0,64.0,-15.0
68,39,-0.02,0.58,42.55,3581636,32.0,58.0,-26.0
50,25,0.0,0.0,81.63,23925754,73.0,71.0,2.0
2231,639,-0.02548883623263788,0.41057286377534313,67.99,491757,34.0,52.0,-18.0
1097,340,0.09723777180673733,0.4079365079365078,77.27,1238102,70.0,70.0,0.0
1129,345,0.06823593073593077,0.5047144636185731,66.07,133688,89.0,75.0,14.0
155,78,-0.051136363636363626,0.611489898989899,52.33,33757322,35.0,58.0,-23.0
956,270,-0.0003223726627982027,0.40442187835804855,70.97,335298,88.0,79.0,9.0
937,327,0.13047096581579337,0.4843148231079265,66.67,4836072,95.0,78.0,17.0
888,252,-0.06432748538011696,0.49473684210526314,70.02,77223,75.0,82.0,-7.0
142,63,-0.06714876033057851,0.4042011019283746,50.16,4022937,64.0,62.0,2.0
1731,501,0.042187872513959467,0.4209338101512014,70.23,4592959,91.0,81.0,10.0
97,37,0.16357142857142856,0.5835714285714286,67.72,34516980,38.0,64.0,-26.0
832,280,-0.0047533445838530445,0.4697195930246778,72.46,24480838,79.0,80.0,-1.0
891,324,-0.01867224367224368,0.2721149721149721,66.57,583932,40.0,63.0,-23.0
188,89,-0.04791666666666668,0.44427083333333334,60.18,506119,85.0,70.0,15.0
446,163,0.0534090909090909,0.49886363636363634,65.66,70428,85.0,77.0,8.0
655,254,0.08448399085191538,0.4790451686678102,71.24,66870,92.0,80.0,12.0
1425,464,-0.01380695943948956,0.3920752273161912,60.14,5875034,56.0,70.0,-14.0
75,39,0.075,0.42500000000000004,53.38,2684671,61.0,69.0,-8.0
134,70,-0.013636363636363641,0.5351851851851851,46.1,9074501,66.0,62.0,4.0
1078,374,-0.08151967359713838,0.46762799016320133,58.01,168554,67.0,72.0,-5.0
371,121,0.06403162055335967,0.327931488801054,52.12,16744198,46.0,61.0,-15.0
214,107,-0.17139037433155083,0.3188948306595366,62.88,29101425,35.0,65.0,-30.0
902,277,0.007185990338164245,0.3198973429951691,80.72,1597802,56.0,58.0,-2.0
686,258,0.05641883955837444,0.37441273197087155,68.91,1157158,38.0,63.0,-25.0
112,57,-0.14714285714285716,0.6485714285714286,38.35,6212570,41.0,59.0,-18.0
934,330,-0.03878860028860029,0.5478329725829724,67.69,5264560,64.0,63.0,1.0
97,49,-0.033333333333333326,0.2785714285714286,66.78,1166518,52.0,63.0,-11.0
59,29,0.15999999999999998,0.6399999999999999,62.68,479589,44.0,65.0,-21.0
206,99,0.07722222222222222,0.5888095238095238,57.71,2367161,72.0,68.0,4.0
720,267,0.0030219780219780256,0.42594627594627593,50.67,33594947,50.0,61.0,-11.0
702,209,0.03679138321995469,0.50640589569161,75.44,1663320,29.0,54.0,-25.0
236,107,0.0031680440771349825,0.31990358126721763,62.78,4512681,54.0,62.0,-8.0
953,296,0.03795196866625439,0.4062533498247782,70.73,2338993,23.0,47.0,-24.0
745,264,0.045268186674436675,0.4851732468919969,72.29,6937139,43.0,67.0,-24.0
312,119,0.06084656084656084,0.5335978835978836,71.07,622993,73.0,75.0,-2.0
1354,402,0.03599603631249201,0.42391409574953887,67.69,29446866,53.0,67.0,-14.0
984,306,0.034327823691460056,0.3552727272727273,78.69,545795,61.0,71.0,-10.0
163,85,-0.023214285714285715,0.2946428571428572,43.87,15105645,80.0,75.0,5.0
1117,367,0.04845075016307894,0.3551859099804305,65.86,289755,50.0,65.0,-15.0
411,183,0.029475022332165188,0.33586975194118046,57.0,10071292,42.0,64.0,-22.0
464,208,-0.036986531986531984,0.49304713804713796,51.68,4451435,54.0,67.0,-13.0
390,169,0.07288011695906434,0.47163742690058486,39.71,169202,87.0,72.0,15.0
567,200,-0.01904761904761905,0.3019841269841269,61.16,11288620,36.0,60.0,-24.0
1579,424,-0.029601636978686157,0.36750881177110695,77.87,3237559,30.0,58.0,-28.0
758,275,0.07416666666666669,0.4125252525252525,71.85,41528,82.0,88.0,-6.0
841,247,-0.047070707070707055,0.4218055555555555,78.18,6233638,82.0,75.0,7.0
99,50,0.07708333333333334,0.41875,44.95,5454380,58.0,69.0,-11.0
483,195,0.22738565782044043,0.544442875964615,60.89,13361675,27.0,50.0,-23.0
740,252,0.0027844231791600282,0.4450026581605528,67.18,8141252,58.0,63.0,-5.0
875,263,0.11120397092619314,0.4140788224121557,78.59,25225244,45.0,77.0,-32.0
542,183,-0.02619047619047619,0.20119047619047617,74.63,1056023,23.0,59.0,-36.0
177,79,0.1374242424242424,0.5391919191919192,56.12,14560623,76.0,73.0,3.0
110,48,-0.19187499999999996,0.5552083333333333,68.3,3272326,78.0,71.0,7.0
665,213,0.1285833333333333,0.43042307692307685,60.85,2964301,60.0,74.0,-14.0
298,121,-0.013742690058479548,0.4321637426900585,70.43,6504302,76.0,75.0,1.0
682,242,0.019517362070553563,0.480846458506033,63.53,54030,45.0,69.0,-24.0
635,220,-0.01893527107812822,0.35033292104720676,62.01,165990,61.0,67.0,-6.0
149,74,-0.18912698412698414,0.6238095238095238,61.36,5628492,66.0,66.0,0.0
85,53,0.1760204081632653,0.5905612244897959,34.94,1417388,50.0,63.0,-13.0
936,305,-0.004095238095238099,0.42478571428571427,69.82,18473521,32.0,53.0,-21.0
84,43,0.35,0.65,69.31,1662573,47.0,61.0,-14.0
661,218,0.09263347763347766,0.5137931839402429,76.45,10133100,36.0,43.0,-7.0
1107,333,-0.0744664692033113,0.45041391357180827,66.78,15938122,48.0,61.0,-13.0
512,186,0.02723999251777029,0.3683034044145156,66.98,67427,33.0,54.0,-21.0
179,84,0.1861111111111111,0.5833333333333333,69.31,770239,73.0,66.0,7.0
908,284,0.13603896103896101,0.5194155844155844,59.43,12621957,46.0,61.0,-15.0
887,316,0.055825366762866764,0.45543117183742177,59.23,4295195,85.0,69.0,16.0
782,280,0.1499562937062937,0.528452797202797,54.66,8737659,37.0,61.0,-24.0
359,150,-0.055764163372859034,0.40240447957839265,65.15,14900984,76.0,73.0,3.0
556,202,0.05691570881226054,0.36906130268199233,58.42,1682805,56.0,63.0,-7.0
566,223,0.02508005222290937,0.38786573215144643,64.75,2162986,64.0,80.0,-16.0
544,182,-0.15833333333333335,0.459375,65.56,463396,81.0,71.0,10.0
1044,332,0.15606060606060607,0.41583694083694067,57.71,565879,90.0,80.0,10.0
287,117,-0.07927083333333333,0.39208333333333334,55.07,4032727,21.0,57.0,-36.0
231,111,0.12875,0.57375,57.2,16019200,65.0,51.0,14.0
362,118,-0.08958333333333335,0.3875,61.67,32898123,62.0,67.0,-5.0
247,95,0.26564625850340134,0.5037414965986394,72.8,28116404,24.0,58.0,-34.0
856,286,0.007535885167464107,0.5526315789473685,63.93,2731727,5.0,52.0,-47.0
248,103,0.30740053597196454,0.5876314162028449,59.94,4069274,39.0,44.0,-5.0
719,261,-0.016653679653679653,0.4819480519480519,67.38,1389153,30.0,55.0,-25.0
1107,319,0.004686318972033254,0.4523715041572185,58.72,957322,45.0,55.0,-10.0
982,328,-0.01407004830917875,0.534903381642512,70.43,21000149,53.0,61.0,-8.0
1509,454,0.0071742366980462055,0.4549576261481024,65.46,1576720,64.0,71.0,-7.0
1198,375,0.0527099567099567,0.3061428571428572,63.83,666923,59.0,65.0,-6.0
665,197,0.1413770913770914,0.3843307593307593,55.88,550486,55.0,67.0,-12.0
903,304,0.0009122474747474731,0.3506660353535353,72.87,171618,77.0,70.0,7.0
240,109,0.08903508771929826,0.3232456140350877,52.12,10543866,84.0,80.0,4.0
964,332,-0.04094155844155843,0.3904130591630593,64.64,531816,23.0,53.0,-30.0
687,251,0.1251388888888889,0.48416666666666675,67.49,8484755,49.0,61.0,-12.0
46,24,-0.15,0.32499999999999996,60.14,20425100,73.0,71.0,2.0
226,98,0.08003848003848005,0.46119528619528616,80.11,1737543,67.0,57.0,10.0
507,186,0.033407544836116264,0.46671614100185527,62.61,806082,61.0,65.0,-4.0
76,36,0.37409090909090903,0.7236363636363636,58.32,29545870,36.0,62.0,-26.0
714,231,0.06960578002244669,0.37736391694725024,80.21,24229540,55.0,67.0,-12.0
1544,463,-0.1374848484848485,0.4490901875901877,74.42,27116963,55.0,61.0,-6.0
49,25,-0.21944444444444444,0.6916666666666668,65.56,7029576,72.0,62.0,10.0
406,149,0.13950937950937953,0.45715506715506704,73.61,228496,47.0,55.0,-8.0
890,288,-0.04584415584415585,0.4375694444444445,63.93,739286,44.0,66.0,-22.0
73,27,0.0,0.5,61.84,2752473,43.0,50.0,-7.0
361,129,-0.06400850611376929,0.41831472620946303,72.76,1634305,76.0,73.0,3.0
592,194,0.17196969696969697,0.4970418470418471,66.57,24083267,31.0,55.0,-24.0
682,253,-0.023344556677890014,0.2742424242424243,60.55,930379,80.0,80.0,0.0
308,126,0.2502083333333333,0.5433630952380952,73.37,33049275,49.0,56.0,-7.0
263,101,-0.2520833333333333,0.3756944444444444,46.0,9682483,70.0,69.0,1.0
652,232,-0.03598930481283422,0.4173395721925135,83.05,176545,88.0,81.0,7.0
803,253,0.102046783625731,0.4133040935672514,73.78,249876,66.0,67.0,-1.0
229,101,0.03464285714285714,0.3796428571428571,61.87,6914656,71.0,69.0,2.0
771,266,0.03712922879589545,0.4323031906365239,59.53,3733842,71.0,76.0,-5.0
145,69,-0.2857142857142857,0.8142857142857144,69.82,4521454,77.0,75.0,2.0
938,357,-0.06011250519725096,0.3529843226453396,57.81,11893755,73.0,81.0,-8.0
713,215,-0.11696127946127947,0.41574074074074074,69.41,2452691,1.0,32.0,-31.0
1513,412,0.06774342060056344,0.4299245859960143,72.36,2396904,37.0,59.0,-22.0
472,166,-0.03555555555555556,0.5144444444444444,60.58,725468,62.0,73.0,-11.0
151,63,0.12777777777777777,0.47777777777777775,51.92,1822878,60.0,65.0,-5.0
44,22,0.4871428571428571,0.4371428571428571,83.36,32393429,30.0,28.0,2.0
689,224,0.10967643467643468,0.460332722832723,78.28,697113,53.0,72.0,-19.0
1319,369,-0.04747474747474747,0.4519869019869021,70.63,17356798,33.0,58.0,-25.0
862,279,0.06969696969696967,0.4403244400527009,55.27,1430396,83.0,74.0,9.0
623,180,-0.05713675213675214,0.48207264957264956,77.77,1139962,53.0,61.0,-8.0
610,227,-0.031521739130434774,0.2557971014492754,62.38,2390369,30.0,63.0,-33.0
502,235,0.07336691086691087,0.5336691086691085,43.43,3615041,67.0,70.0,-3.0
1019,349,-0.016805929919137454,0.4936927223719675,58.62,598868,71.0,62.0,9.0
601,212,0.0010420135420135478,0.332974802974803,67.28,6312980,37.0,65.0,-28.0
395,162,0.021941137566137563,0.44115410052910065,57.5,9235373,66.0,67.0,-1.0
1096,346,0.11176104676104677,0.4378753753753751,69.52,5631382,61.0,75.0,-14.0
1019,294,0.0456512237762238,0.3659527972027972,77.77,9355314,31.0,60.0,-29.0
618,201,0.041385035419126324,0.43216499409681236,74.93,24583717,78.0,80.0,-2.0
628,222,-0.0016705516705516714,0.47163947163947156,60.14,170858,53.0,72.0,-19.0
179,88,0.05555555555555556,0.5548611111111111,60.65,1354062,53.0,55.0,-2.0
840,260,-0.05847883597883597,0.44751322751322753,70.53,1354757,71.0,68.0,3.0
384,162,0.1086560044893378,0.49243827160493825,71.65,17123071,28.0,61.0,-33.0
1484,435,-0.009650417215634605,0.4240887132191481,69.52,12292280,63.0,77.0,-14.0
1515,458,-0.020478432978432985,0.4298691548691548,60.35,11827016,32.0,63.0,-31.0
457,176,0.18139483065953654,0.5737967914438502,59.64,490623,85.0,78.0,7.0
223,94,0.12363636363636363,0.5854545454545454,46.0,2780906,57.0,60.0,-3.0
49,28,0.21818181818181817,0.4772727272727273,52.2,3263044,74.0,73.0,1.0
856,257,0.09447089947089943,0.4351521164021162,70.36,3262696,53.0,58.0,-5.0
597,242,0.054764309764309765,0.49520202020202014,51.62,1371113,65.0,70.0,-5.0
367,141,-0.02606060606060606,0.3499382716049383,73.1,6443785,37.0,56.0,-19.0
188,86,-0.0005362062180244053,0.48699330972058247,60.79,1226289,17.0,51.0,-34.0
1317,414,0.026235177865612646,0.445303657694962,60.89,5079650,52.0,65.0,-13.0
1025,343,-0.022185267307218523,0.21292806109879284,58.32,255858,51.0,62.0,-11.0
470,169,0.13781047077922076,0.3943526785714286,62.92,6236680,30.0,50.0,-20.0
133,61,0.039523809523809524,0.32029761904761905,58.15,20523067,42.0,66.0,-24.0
246,103,0.029173430735930733,0.3241544913419913,67.89,2138170,66.0,67.0,-1.0
136,58,0.11000000000000001,0.5482142857142858,59.33,9503710,66.0,68.0,-2.0
182,84,0.07760416666666667,0.27968750000000003,61.19,8827343,62.0,70.0,-8.0
723,254,0.10662186650558746,0.4450015101177891,59.84,22430724,57.0,65.0,-8.0
997,290,-0.016437728937728942,0.3663461538461539,72.97,365070,70.0,68.0,2.0
587,202,-0.07524242424242425,0.27481818181818185,65.96,24709102,82.0,73.0,9.0
67,37,0.08796296296296295,0.4231481481481481,48.47,3112136,65.0,65.0,0.0
837,298,-0.04459876543209878,0.42770061728395065,76.15,3920193,92.0,82.0,10.0
374,124,-0.051515151515151514,0.2087121212121212,74.12,6844255,55.0,59.0,-4.0
674,225,0.0011324786324786323,0.30495726495726494,72.66,768808,52.0,71.0,-19.0
894,307,-0.014843824757617865,0.38205987020642196,59.33,129410,65.0,78.0,-13.0
878,284,0.021058558558558562,0.45202702702702696,67.99,1181107,45.0,75.0,-30.0
678,237,0.017499999999999998,0.3418783068783069,63.59,171540,79.0,73.0,6.0
743,257,0.04725324675324675,0.4148441558441558,60.35,3825963,76.0,66.0,10.0
703,240,-0.0608946608946609,0.4162990083202848,74.32,34044456,61.0,75.0,-14.0
49,28,-0.008333333333333337,0.45,18.36,5457190,92.0,72.0,20.0
927,331,0.009744107744107746,0.3628330928330927,72.66,11545267,35.0,39.0,-4.0
778,273,-0.014332514332514338,0.36559251559251554,63.8,1623960,87.0,77.0,10.0
175,76,-0.0770408163265306,0.3943877551020408,68.6,685981,30.0,62.0,-32.0
1164,354,0.050409836065573775,0.45887978142076497,73.71,673472,63.0,72.0,-9.0
46,31,0.35,0.575,43.22,35685303,61.0,61.0,0.0
435,160,0.05094246031746031,0.3282738095238095,58.72,6021280,40.0,56.0,-16.0
566,196,0.0800900900900901,0.5704633204633204,68.54,31403303,50.0,56.0,-6.0
1510,437,0.004739328771586825,0.32845785039333425,76.76,2913859,45.0,60.0,-15.0
828,335,0.027350427350427357,0.45213675213675214,69.92,18951054,94.0,84.0,10.0
1241,366,0.06629622450517972,0.46962966552518776,61.19,742453,48.0,66.0,-18.0
242,93,0.1826839826839827,0.5145021645021645,50.57,5315392,91.0,76.0,15.0
219,86,-0.01565656565656567,0.37861265718408577,71.99,22336327,28.0,52.0,-24.0
688,231,-0.017424242424242425,0.5049242424242425,60.85,4011202,83.0,70.0,13.0
173,79,0.052500000000000005,0.2625,51.52,31855265,43.0,70.0,-27.0
695,231,-0.026358119005177837,0.4619917664035311,64.24,34480764,75.0,72.0,3.0
158,66,0.05111111111111109,0.4666666666666666,72.97,1394726,27.0,56.0,-29.0
83,40,0.08253968253968254,0.3460317460317461,73.21,3105893,87.0,74.0,13.0
284,103,0.15469924812030075,0.45112781954887216,65.05,10811095,74.0,75.0,-1.0
205,87,0.20565776815776815,0.5685726310726311,57.64,4792606,58.0,63.0,-5.0
795,259,0.07504464285714284,0.4325541125541125,65.15,1093364,68.0,72.0,-4.0
364,130,0.08347338935574229,0.394187675070028,60.75,3842309,49.0,74.0,-25.0
668,259,0.05758000169764875,0.45913335030982083,49.08,5206156,27.0,56.0,-29.0
768,290,0.042246642246642256,0.43235653235653243,59.94,367085,52.0,69.0,-17.0
393,142,0.18721706864564006,0.6149412492269634,66.27,1006993,27.0,52.0,-25.0
800,310,-0.02277838827838828,0.4423846153846153,59.64,447074,85.0,82.0,3.0
180,84,0.21145833333333333,0.6526041666666667,61.8,1606173,29.0,61.0,-32.0
1719,512,0.010394265232974906,0.35421146953405014,68.5,3060756,69.0,75.0,-6.0
524,177,0.10916073174137692,0.3979646697388633,63.59,142426,84.0,77.0,7.0
68,34,0.275,0.5,26.48,4392928,41.0,36.0,5.0
1405,398,-0.025075515280739143,0.3268710021321962,78.28,16751513,57.0,72.0,-15.0
457,181,0.0723170240612101,0.4265680056377731,68.6,2947481,55.0,64.0,-9.0
956,299,0.02640597706387181,0.3602282220703274,72.36,267848,65.0,83.0,-18.0
800,253,0.02730142332415059,0.40367309458218553,73.81,53085,96.0,83.0,13.0
590,210,0.004479578392621873,0.3825992847731978,57.91,4251465,70.0,67.0,3.0
815,300,0.08432829851308114,0.5221899115377377,72.56,1044875,68.0,66.0,2.0
559,197,-0.02067279942279942,0.29697691197691195,62.72,7927833,79.0,69.0,10.0
416,142,-0.04747474747474747,0.3944444444444445,67.49,4325320,81.0,70.0,11.0
331,139,-0.10753968253968253,0.3277777777777778,61.97,11922721,26.0,54.0,-28.0
687,253,-0.02723470223470223,0.3593570843570843,58.92,1043108,55.0,65.0,-10.0
131,71,0.03446248196248196,0.36389610389610383,49.99,21599342,76.0,79.0,-3.0
567,188,0.05439342403628118,0.42668650793650803,69.01,1072075,35.0,53.0,-18.0
809,287,-0.04862431129476585,0.2784366391184573,62.38,23555063,73.0,70.0,3.0
607,238,0.07242063492063493,0.4392526455026454,55.27,5003508,70.0,74.0,-4.0
103,45,0.1094444444444445,0.5288888888888889,70.73,2103388,70.0,59.0,11.0
1033,357,0.13855555555555557,0.4347777777777778,55.98,2251266,74.0,77.0,-3.0
140,69,0.10208333333333333,0.35,71.04,2296633,63.0,67.0,-4.0
496,188,-0.054761904761904776,0.4060439560439561,72.05,11977088,44.0,42.0,2.0
466,163,-0.037519841269841266,0.2718650793650793,71.24,5191439,24.0,40.0,-16.0
712,217,0.014190289996741606,0.3592212447051157,66.17,194664,38.0,50.0,-12.0
995,350,-0.0172999222999223,0.5278535353535352,70.33,2302751,55.0,62.0,-7.0
277,110,0.08269230769230769,0.43076923076923074,73.27,3903941,37.0,52.0,-15.0
1094,363,-0.031394591072010425,0.471876018246986,66.98,709490,63.0,71.0,-8.0
1728,427,-0.09993129827688653,0.4470699643493759,65.76,28385798,71.0,80.0,-9.0
83,41,-0.030000000000000006,0.4666666666666666,77.06,6030897,64.0,66.0,-2.0
836,290,0.04045454545454545,0.3476767676767676,61.87,873469,64.0,70.0,-6.0
735,235,-0.10866910866910866,0.2955738705738706,74.83,1046769,23.0,39.0,-16.0
797,312,0.06582175134806714,0.43495860864281916,67.28,179044,61.0,71.0,-10.0
445,175,0.0063103563103563045,0.46005661005660997,51.62,1840775,61.0,71.0,-10.0
710,204,0.1217687074829932,0.3216553287981859,63.73,11682101,36.0,45.0,-9.0
658,205,-0.1290284602784603,0.5762489762489763,81.02,534751,52.0,65.0,-13.0
92,48,-0.3527777777777778,0.5916666666666667,43.77,30127126,73.0,75.0,-2.0
749,251,0.002112029384756671,0.41554178145087234,64.41,1336108,54.0,62.0,-8.0
807,285,0.05909671629183824,0.5139731812902545,64.54,2799874,53.0,68.0,-15.0
604,204,0.07155959868224018,0.4799453429170409,60.99,142463,59.0,86.0,-27.0
1006,347,0.06313607775871925,0.33617985787797106,71.85,8031432,70.0,78.0,-8.0
795,286,0.10763941940412526,0.44290807231983703,52.12,2150615,45.0,60.0,-15.0
310,122,-0.08564814814814815,0.4159259259259259,79.8,4046725,41.0,57.0,-16.0
747,248,0.0928087495160666,0.4172377080913667,57.1,262465,77.0,76.0,1.0
681,205,0.044244031830238714,0.3138240495137047,68.6,423372,52.0,66.0,-14.0
944,298,0.06111727026361172,0.3513550135501356,66.27,9541497,67.0,79.0,-12.0
142,61,0.18083333333333335,0.3408333333333333,46.3,30750975,57.0,60.0,-3.0
795,253,0.0005050505050505049,0.3075757575757576,43.46,1889426,72.0,75.0,-3.0
1041,321,0.03874867271093686,0.4481948868741322,70.23,168498,70.0,70.0,0.0
63,34,0.175,0.3666666666666667,77.27,11055577,100.0,79.0,21.0
687,250,0.07281481481481482,0.38554497354497347,55.27,142456,70.0,83.0,-13.0
450,150,-0.06538461538461539,0.3846153846153845,80.41,3326078,72.0,70.0,2.0
792,301,0.06355925324675325,0.45706106393606377,61.06,3569822,72.0,82.0,-10.0
222,105,0.3433155080213904,0.6164438502673796,42.79,35595535,40.0,78.0,-38.0
156,66,0.2375,0.5875,68.5,2223585,71.0,76.0,-5.0
