num_tokens,num_unique_words,sentiment_polarity,sentiment_subjectivity,flesch_reading_ease,wikipedia_id,metascore,imdb_rating_scaled,rating_difference
1492,444,0.050523790783531045,0.5329697719308107,78.48,654742,65.0,61.0,4.0
409,166,0.056819727891156455,0.4529591836734694,46.61,690105,40.0,61.0,-21.0
163,71,0.1955128205128205,0.7141025641025641,59.77,32427039,44.0,63.0,-19.0
676,214,0.0279513888888889,0.5486111111111112,65.52,2093628,61.0,73.0,-12.0
457,181,0.051612903225806486,0.5318208673047383,52.23,12938853,71.0,71.0,0.0
283,123,0.060693473193473194,0.25177738927738924,66.98,28530363,64.0,73.0,-9.0
943,257,0.13061507936507938,0.5112592592592594,75.64,5267049,44.0,52.0,-8.0
696,264,-0.04444444444444443,0.37398989898989893,61.29,24341999,24.0,55.0,-31.0
117,61,0.04404761904761906,0.45396825396825397,44.71,17424270,44.0,64.0,-20.0
1058,320,0.1423628173628174,0.43528528528528526,62.98,872497,61.0,77.0,-16.0
426,150,0.06696428571428571,0.34017857142857144,60.99,1113278,30.0,58.0,-28.0
596,211,-0.023961038961038957,0.46095238095238095,62.11,17404922,81.0,69.0,12.0
775,329,-0.09264418377321607,0.2981182795698925,61.16,18436536,49.0,58.0,-9.0
105,48,0.0,0.022222222222222223,65.05,13484069,49.0,70.0,-21.0
83,42,0.2642857142857143,0.5976190476190476,63.32,31519851,31.0,40.0,-9.0
779,279,0.05771604938271605,0.34984567901234565,67.18,1448684,56.0,62.0,-6.0
486,163,0.19001486728759456,0.3089881498972408,60.35,240907,39.0,56.0,-17.0
92,48,0.14204545454545453,0.4318181818181818,60.85,6855079,43.0,54.0,-11.0
615,193,0.037500000000000006,0.23657407407407405,80.41,737840,31.0,51.0,-20.0
182,82,0.13976190476190475,0.5395238095238095,59.74,2889423,70.0,73.0,-3.0
143,71,0.08095238095238093,0.3827380952380952,62.82,461657,93.0,75.0,18.0
313,106,0.13865327380952383,0.3873139880952381,56.83,5104358,69.0,76.0,-7.0
926,313,0.11318508535489667,0.47473045822102433,67.69,27070440,81.0,76.0,5.0
751,275,0.10045075757575754,0.4042489177489179,60.04,12522844,72.0,81.0,-9.0
310,130,0.004385964912280707,0.3083333333333334,70.73,518018,13.0,46.0,-33.0
674,203,-0.0727061556329849,0.5211091753774683,76.45,11585,73.0,75.0,-2.0
738,280,-0.04979474548440069,0.43891625615763535,49.65,676054,74.0,72.0,2.0
199,85,0.020188902007083828,0.2896103896103896,60.04,1374351,45.0,64.0,-19.0
923,317,0.08207743292489056,0.42441423924474775,64.95,2210682,48.0,67.0,-19.0
858,282,0.0767942583732057,0.36080542264752785,70.23,294998,46.0,68.0,-22.0
105,44,-0.18125000000000002,0.33125,65.05,464724,66.0,63.0,3.0
592,242,0.039597362514029184,0.5112985008818342,56.66,1118765,63.0,68.0,-5.0
772,300,-0.10449924414210127,0.4206084656084656,55.58,22327149,71.0,81.0,-10.0
1158,322,0.017716503267973853,0.36989379084967317,80.82,5159254,34.0,53.0,-19.0
851,236,0.022869270209695754,0.45008826870529,80.72,22399999,46.0,66.0,-20.0
804,296,0.016205837173579103,0.2619047619047619,68.81,28370997,65.0,68.0,-3.0
490,184,0.14662004662004663,0.39493006993006985,53.44,171568,74.0,76.0,-2.0
568,172,0.15751433251433253,0.5512489762489762,71.48,16113730,63.0,61.0,2.0
76,39,-0.06666666666666667,0.43611111111111117,64.34,32784153,49.0,61.0,-12.0
156,75,0.053246753246753244,0.41168831168831177,64.75,6801340,70.0,71.0,-1.0
81,44,-0.025,0.05,61.36,22837134,70.0,74.0,-4.0
842,288,0.09367965367965367,0.37182900432900434,56.49,171160,83.0,77.0,6.0
884,291,0.0648001756697409,0.37576306543697846,62.31,417891,44.0,67.0,-23.0
132,52,-0.085,0.515,63.43,2591449,71.0,65.0,6.0
532,187,0.05638760880696365,0.4431131592421915,69.92,2925678,75.0,67.0,8.0
445,158,-0.004704301075268831,0.49731182795698925,77.98,33025020,79.0,72.0,7.0
1284,430,-0.012226194529565314,0.30864260583361697,60.55,1343165,47.0,60.0,-13.0
709,232,0.011284722222222222,0.3699652777777778,70.94,443917,33.0,52.0,-19.0
58,33,0.009090909090909087,0.421969696969697,46.61,1472852,72.0,62.0,10.0
952,324,0.06305445761967503,0.4115502854633288,61.26,171621,70.0,72.0,-2.0
1107,350,0.016888735126440044,0.26476356066520007,75.03,6663412,62.0,64.0,-2.0
163,79,-0.09479166666666668,0.37916666666666665,51.31,25400635,50.0,71.0,-21.0
976,305,-0.01606280193236715,0.4509057971014493,79.09,2478900,78.0,72.0,6.0
871,259,0.06389506172839507,0.3873086419753086,71.34,3038054,54.0,50.0,4.0
729,263,-0.03701404804345981,0.45257299889652836,57.3,142588,54.0,75.0,-21.0
280,131,0.1265625,0.43333333333333335,44.31,957179,64.0,65.0,-1.0
159,69,0.15113636363636365,0.4443434343434344,61.03,34414967,58.0,68.0,-10.0
895,304,0.034984276729559755,0.44000449236298284,62.17,8360654,38.0,53.0,-15.0
1138,362,-0.007425343018563364,0.388095238095238,73.07,4954774,60.0,70.0,-10.0
239,104,0.13137254901960782,0.45588235294117646,70.53,583273,84.0,80.0,4.0
792,232,-0.02796416546416547,0.3465788840788841,79.5,13281115,50.0,66.0,-16.0
61,35,0.06999999999999999,0.5433333333333332,61.67,22844430,74.0,68.0,6.0
844,296,0.01917270531400967,0.3240726363008972,62.78,444245,50.0,66.0,-16.0
127,62,0.07142857142857142,0.13333333333333333,61.36,5652838,40.0,61.0,-21.0
37,19,-0.45,0.44999999999999996,70.13,20798851,33.0,66.0,-33.0
1032,347,-0.025304866850321402,0.4005528007346189,66.17,1339563,66.0,72.0,-6.0
848,275,0.020034196127946127,0.4929241129241128,58.72,10811554,62.0,74.0,-12.0
43,26,0.0,0.0,60.14,35197372,50.0,61.0,-11.0
703,232,-0.09758597883597882,0.32235449735449734,59.94,10304105,60.0,66.0,-6.0
137,61,0.0573076923076923,0.30692307692307697,55.58,452211,43.0,67.0,-24.0
848,328,0.028271137298915075,0.39262532734754946,59.33,15352210,56.0,63.0,-7.0
423,163,0.10768398268398267,0.5347402597402597,68.5,25947669,33.0,37.0,-4.0
209,82,0.13350340136054423,0.6049319727891156,65.66,3828251,46.0,55.0,-9.0
230,97,0.07662037037037038,0.544212962962963,63.02,3528982,54.0,59.0,-5.0
433,175,-0.012077922077922078,0.4445616883116882,54.36,1960065,53.0,65.0,-12.0
475,175,0.12929214929214933,0.5197232947232947,62.51,22374348,84.0,74.0,10.0
112,51,0.0961038961038961,0.5012987012987014,55.92,10214302,39.0,53.0,-14.0
838,265,0.00865800865800867,0.4625108225108225,73.37,3978441,58.0,65.0,-7.0
815,260,-0.013343108504398833,0.3031420192710515,69.01,793025,38.0,58.0,-20.0
176,75,0.16456876456876454,0.46993006993006986,57.71,6559383,64.0,64.0,0.0
1737,469,-0.08853839397317662,0.3739324684976859,73.78,15169291,38.0,56.0,-18.0
1413,386,0.012096732632446917,0.4113038548752834,77.57,1305939,33.0,62.0,-29.0
519,158,0.15170940170940173,0.38974358974358975,66.57,2806649,58.0,62.0,-4.0
353,131,0.17986111111111114,0.5123737373737375,63.83,2642293,70.0,67.0,3.0
63,31,-0.041666666666666664,0.19166666666666665,52.9,30296521,67.0,61.0,6.0
916,284,0.010840864788233203,0.4259259259259258,71.04,10780993,70.0,71.0,-1.0
892,314,-0.095870076425632,0.3882201646090535,71.14,880056,49.0,55.0,-6.0
243,88,0.03749999999999999,0.5406249999999999,83.36,5880297,35.0,68.0,-33.0
105,52,-0.07261904761904762,0.30892857142857144,22.38,3418874,71.0,68.0,3.0
482,191,0.04267676767676768,0.4356060606060606,62.88,1131046,55.0,65.0,-10.0
192,79,0.023888888888888887,0.4195238095238095,70.84,20629940,43.0,61.0,-18.0
846,277,0.02222943722943722,0.37417748917748916,58.01,19479460,64.0,73.0,-9.0
317,127,0.13296760710553812,0.4968652037617555,64.44,5624816,56.0,57.0,-1.0
714,242,0.06935120435120433,0.48127039627039625,61.8,2300167,76.0,77.0,-1.0
985,339,0.06981037741601122,0.4149874538606933,70.53,13901,72.0,72.0,0.0
668,227,-0.03011788048552755,0.39606676003734825,48.17,1751923,58.0,77.0,-19.0
42,21,-0.1875,0.5,74.19,35938622,61.0,63.0,-2.0
1032,297,0.09503975929507845,0.5409144637868042,67.08,7133616,53.0,63.0,-10.0
270,117,-0.08472222222222223,0.4055555555555555,57.91,3599765,35.0,69.0,-34.0
174,71,0.25,0.7863636363636364,57.91,7787845,64.0,65.0,-1.0
742,265,-0.07693798449612403,0.4139258028792913,68.3,28842238,63.0,73.0,-10.0
1349,450,-0.008170995670995676,0.4593004218004218,59.74,582398,58.0,69.0,-11.0
565,188,-0.028448275862068963,0.2183497536945813,63.19,1374014,58.0,66.0,-8.0
593,196,0.08914141414141412,0.4084343434343434,77.77,26836627,57.0,53.0,4.0
830,250,0.1241860916860917,0.47445221445221447,67.89,2426058,64.0,67.0,-3.0
557,190,-0.03475063131313132,0.4346527777777777,62.88,2308633,79.0,77.0,2.0
869,309,0.0985412720959596,0.484063740079365,60.65,1721169,77.0,73.0,4.0
40,25,-0.004797979797979808,0.560858585858586,63.7,12136473,22.0,53.0,-31.0
231,97,0.12603305785123967,0.5852617079889807,58.55,3600324,63.0,73.0,-10.0
638,250,-0.0568452380952381,0.2907738095238095,60.65,3793631,84.0,79.0,5.0
153,66,0.059740259740259746,0.42711038961038944,65.35,2299232,70.0,75.0,-5.0
565,179,0.19858934169279,0.46713688610240334,63.32,1071219,47.0,62.0,-15.0
870,290,-0.010507825507825518,0.47331335331335317,61.97,5646653,26.0,44.0,-18.0
431,163,0.013392857142857137,0.29866071428571433,65.46,2261407,72.0,79.0,-7.0
120,69,-0.016955266955266956,0.4019480519480519,74.93,788543,33.0,49.0,-16.0
369,159,-0.06546666666666667,0.5828,54.83,27788234,74.0,71.0,3.0
173,87,-0.08685064935064934,0.24204545454545454,34.9,15106432,83.0,73.0,10.0
514,192,0.08214285714285714,0.4171428571428572,56.59,473776,53.0,66.0,-13.0
1876,571,0.08849228435963134,0.3844840307085205,63.19,4413065,71.0,75.0,-4.0
1236,398,-0.031652693023174944,0.48281915540951664,66.78,161880,62.0,78.0,-16.0
914,273,0.0537215909090909,0.4530154220779221,71.04,33509716,69.0,72.0,-3.0
111,46,0.19814814814814816,0.5601851851851851,47.15,12541481,56.0,68.0,-12.0
874,307,0.10366161616161616,0.525631313131313,68.3,7031132,56.0,75.0,-19.0
879,255,-0.029968805704099818,0.2657085561497326,72.46,27656617,67.0,58.0,9.0
703,265,0.05115265558813945,0.3502280873248615,55.58,357473,58.0,76.0,-18.0
1248,409,-0.055533088571063254,0.5161829871956455,63.02,451821,45.0,66.0,-21.0
1596,396,0.05947915566818005,0.3836404110794355,70.97,20868663,75.0,69.0,6.0
497,171,0.019956140350877182,0.3473684210526316,61.29,472652,73.0,75.0,-2.0
1003,323,-0.07005772005772008,0.5083333333333333,66.17,256713,63.0,79.0,-16.0
798,269,-0.07510822510822514,0.4051948051948053,49.04,25001260,42.0,62.0,-20.0
996,351,0.07523148148148147,0.2952861952861954,67.38,28269,91.0,86.0,5.0
184,75,0.203125,0.521875,76.15,1994205,12.0,53.0,-41.0
795,255,-0.024804496578690136,0.29195992179863145,67.08,870946,73.0,77.0,-4.0
365,125,0.00909090909090909,0.4336363636363636,71.24,14947020,40.0,64.0,-24.0
794,280,0.015740740740740743,0.41354497354497355,66.98,27429073,17.0,38.0,-21.0
717,241,-0.014466089466089472,0.37258297258297257,59.33,17916735,54.0,57.0,-3.0
160,70,0.12303165584415585,0.47790178571428565,55.88,20391295,23.0,53.0,-30.0
440,179,-0.029802955665024628,0.43727422003284083,61.97,1026452,72.0,68.0,4.0
630,223,-0.05816137566137566,0.3844179894179893,73.47,2876631,35.0,55.0,-20.0
67,36,-0.059863945578231284,0.44693877551020406,56.96,1923480,61.0,65.0,-4.0
83,46,0.38,0.6633333333333333,51.68,1896864,50.0,59.0,-9.0
117,52,0.35277777777777775,0.6611111111111111,62.51,2229894,55.0,62.0,-7.0
159,60,-0.15555555555555556,0.6777777777777777,67.49,6389163,65.0,57.0,8.0
181,82,0.037648809523809536,0.5391369047619047,64.81,1525968,74.0,69.0,5.0
292,119,0.10609217171717172,0.3443813131313131,63.83,9521029,36.0,55.0,-19.0
224,93,-0.013194444444444453,0.4111111111111111,72.05,4362641,66.0,71.0,-5.0
497,181,0.040007215007215,0.38059613997113995,50.94,256337,48.0,49.0,-1.0
771,229,0.1033247759991946,0.3838769757374409,67.28,26107567,33.0,64.0,-31.0
713,231,0.0850105708245243,0.4652008456659619,68.7,90039,81.0,67.0,14.0
1682,499,0.03913659223065163,0.37625202080647624,78.28,11213660,61.0,74.0,-13.0
278,111,0.11818181818181818,0.4054778554778554,59.84,18996,96.0,72.0,24.0
683,225,0.06504702194357367,0.3311912225705328,81.83,12580152,56.0,61.0,-5.0
279,103,-0.0009259259259259226,0.24444444444444446,65.56,22215882,65.0,68.0,-3.0
90,31,-0.12000000000000001,0.6199999999999999,77.06,2260358,73.0,69.0,4.0
344,111,0.07619047619047617,0.3357142857142857,60.75,1184167,66.0,61.0,5.0
126,59,0.26666666666666666,0.5190476190476191,53.24,5865566,53.0,65.0,-12.0
198,89,-0.23653846153846153,0.3814102564102564,65.15,32071439,72.0,77.0,-5.0
1087,277,-0.008986291486291485,0.4166323953823953,74.32,2742915,50.0,33.0,17.0
628,197,-0.1190426824637351,0.3877998025366446,71.04,33316658,31.0,55.0,-24.0
58,31,0.18,0.41,44.07,3954298,47.0,67.0,-20.0
196,92,0.09535123966942148,0.2603699330972058,46.03,468342,69.0,69.0,0.0
30,18,0.3181818181818182,0.6272727272727273,72.5,19598085,34.0,46.0,-12.0
601,189,0.0515810276679842,0.35599472990777337,70.13,1345521,69.0,74.0,-5.0
579,195,0.010944610944610949,0.37042124542124544,81.53,16330093,77.0,68.0,9.0
796,250,-0.09191358024691358,0.3512257495590829,69.62,13114104,43.0,63.0,-20.0
686,259,0.10846801346801346,0.45372053872053864,51.11,15971336,55.0,59.0,-4.0
375,139,0.14270041686708354,0.4008120891454224,62.98,6317013,74.0,76.0,-2.0
819,248,0.00906593406593406,0.3206043956043956,72.66,13237979,36.0,61.0,-25.0
828,282,0.01935239090411504,0.40834577300094543,62.27,1057543,49.0,60.0,-11.0
1143,365,-0.04844961240310076,0.25794573643410856,66.98,4270540,76.0,77.0,-1.0
758,272,0.004575054575054573,0.38688903688903686,78.89,62122,93.0,78.0,15.0
220,103,0.10059523809523808,0.4744047619047619,41.97,705984,58.0,72.0,-14.0
978,336,-0.06999999999999999,0.4242592592592593,68.4,2421561,45.0,58.0,-13.0
1391,368,0.01803908651734738,0.3593653930610452,79.5,27693775,46.0,53.0,-7.0
204,100,0.021932870370370366,0.3337962962962963,64.95,545187,55.0,55.0,0.0
599,180,-0.10086206896551723,0.48534482758620695,80.82,5420277,35.0,56.0,-21.0
597,206,0.13225108225108226,0.5329004329004329,63.19,106335,86.0,77.0,9.0
760,309,0.04817821067821069,0.4188694985569985,54.63,26999426,66.0,69.0,-3.0
622,266,0.08650609594487148,0.4429940807491827,65.56,26518860,60.0,63.0,-3.0
730,248,-0.06742721330956625,0.4704575163398692,65.35,22740984,69.0,72.0,-3.0
684,248,0.016010101010101002,0.5586868686868687,58.42,1357149,42.0,60.0,-18.0
64,35,-0.325,0.5,68.81,25475247,65.0,65.0,0.0
644,198,0.03611876339149067,0.46512090602999706,60.45,1438861,36.0,70.0,-34.0
897,287,0.009152500615915245,0.2518970189701897,69.21,26319447,83.0,72.0,11.0
792,267,-0.02278860028860029,0.48103174603174614,66.98,2279601,78.0,78.0,0.0
708,282,-0.022501159554730987,0.4021857606679035,54.46,367616,77.0,73.0,4.0
1032,326,-0.05058170995670994,0.3426587301587301,70.33,6941760,53.0,66.0,-13.0
122,58,0.16428571428571428,0.6261904761904761,65.86,12709909,45.0,47.0,-2.0
1524,485,0.03604671717171719,0.47077958152958144,68.3,1863169,52.0,75.0,-23.0
538,194,-0.02728494623655913,0.5150537634408602,65.96,886892,72.0,78.0,-6.0
413,141,0.01574074074074074,0.3581018518518518,64.44,4144690,66.0,71.0,-5.0
1028,334,-0.044406062971636746,0.40932604735883427,61.97,2895635,50.0,79.0,-29.0
806,258,-0.02956349206349206,0.48823696145124723,83.66,3677015,71.0,67.0,4.0
1130,378,0.06903606376262628,0.4558869949494949,59.64,667372,81.0,77.0,4.0
939,308,0.07365229677729677,0.5415548340548338,68.1,446934,68.0,74.0,-6.0
820,290,-0.04850321395775941,0.46422865013774106,68.7,27608778,18.0,34.0,-16.0
994,332,0.0924422092069151,0.4514940016410605,60.75,3286162,52.0,62.0,-10.0
895,309,0.07594696969696968,0.31813672438672436,69.62,99304,44.0,62.0,-18.0
356,122,0.06940386002886004,0.36583694083694096,81.22,6910992,47.0,71.0,-24.0
537,199,0.012745510662177332,0.3226290684624018,70.73,74962,96.0,85.0,11.0
1091,323,0.01468253968253969,0.4724408811143504,61.09,2594435,64.0,70.0,-6.0
518,207,0.028012753012753,0.44260199260199273,69.41,2676601,36.0,55.0,-19.0
139,61,0.3204545454545455,0.7138888888888889,60.45,30340901,61.0,66.0,-5.0
47,30,0.0,0.0,59.13,15112860,48.0,62.0,-14.0
567,221,-0.07478041671590059,0.3775660719209106,57.91,4726,69.0,75.0,-6.0
918,311,-0.0006915748393021156,0.2836375114784206,65.25,4399897,56.0,73.0,-17.0
195,85,0.15000000000000002,0.5675925925925926,62.98,17578735,85.0,73.0,12.0
720,223,0.08089990817263545,0.40569329660238757,71.14,70091,96.0,86.0,10.0
136,70,0.11843434343434343,0.4467171717171717,60.45,689947,39.0,54.0,-15.0
719,195,0.07609016999260904,0.42682926829268303,79.4,9922304,34.0,59.0,-25.0
171,74,0.10151515151515152,0.4431818181818181,53.75,2074089,55.0,52.0,3.0
161,74,0.0690909090909091,0.30808080808080807,58.11,13275999,39.0,62.0,-23.0
915,331,0.08149310001422679,0.4762732963437188,61.06,352455,70.0,68.0,2.0
968,265,0.0006271043771043721,0.4475,74.22,3433026,47.0,63.0,-16.0
425,161,0.021818181818181813,0.5489772727272728,60.45,1630493,41.0,60.0,-19.0
296,124,0.19870370370370372,0.5600925925925925,51.68,19626055,41.0,64.0,-23.0
451,181,0.0605392156862745,0.41421568627450983,57.4,6069135,22.0,70.0,-48.0
240,104,0.02777777777777779,0.3055555555555556,50.57,61501,93.0,77.0,16.0
84,43,-0.0582251082251082,0.27020202020202017,62.01,8681526,53.0,61.0,-8.0
791,254,0.049011857707509876,0.37964426877470353,58.11,7920068,68.0,72.0,-4.0
79,39,-0.1359375,0.2375,48.43,32592054,57.0,67.0,-10.0
119,52,-0.05,0.2277777777777778,73.17,23823057,71.0,65.0,6.0
976,305,0.02157356532356534,0.46281288156288153,63.9,980211,59.0,77.0,-18.0
123,64,0.06666666666666667,0.5333333333333333,60.48,33013950,56.0,68.0,-12.0
561,219,0.011111111111111124,0.5074074074074075,59.13,3894411,47.0,69.0,-22.0
735,232,0.02324762779308234,0.397895622895623,70.63,11244593,39.0,52.0,-13.0
152,70,-0.06969696969696969,0.4666666666666666,56.89,171011,93.0,72.0,21.0
448,164,0.06588203463203463,0.2787337662337662,71.24,11412224,45.0,41.0,4.0
671,226,-0.0012987012987012991,0.48575036075036077,74.12,2929705,7.0,56.0,-49.0
483,194,0.13533026113671273,0.3897081413210445,55.98,2843380,68.0,69.0,-1.0
129,58,0.049999999999999996,0.3,61.67,1675523,36.0,60.0,-24.0
433,148,0.08339265672599007,0.3459443642776976,68.1,1569634,53.0,62.0,-9.0
661,219,0.12585578002244668,0.548428731762065,59.03,65669,56.0,69.0,-13.0
1316,374,-0.03784869976359338,0.4741962174940897,70.53,1042309,60.0,65.0,-5.0
113,58,0.23363636363636364,0.4537878787878788,67.15,28790520,30.0,50.0,-20.0
1006,308,0.27803234501347723,0.498158131176999,77.16,142421,83.0,69.0,14.0
557,155,-0.014444444444444446,0.44277777777777777,69.41,2367208,47.0,67.0,-20.0
488,177,0.14830563701531446,0.36322906484196804,71.48,142453,75.0,72.0,3.0
485,167,-0.1203125,0.4443452380952382,71.24,543162,86.0,75.0,11.0
663,231,0.15608089826839827,0.5660250463821892,70.13,74942,94.0,75.0,19.0
52,29,0.21738095238095237,0.46452380952380956,41.71,7777717,10.0,44.0,-34.0
981,336,0.038115337043908466,0.3962461348175634,61.87,1488066,79.0,75.0,4.0
946,285,0.02288362346872985,0.434635718891038,74.22,27463222,50.0,49.0,1.0
2080,473,0.09903200146988973,0.4909468240524143,75.84,508985,68.0,60.0,8.0
1745,514,-0.04376833160800553,0.4164164941338854,64.61,14725310,89.0,78.0,11.0
856,306,0.04198630826537803,0.4499672807812342,69.31,851285,64.0,58.0,6.0
229,100,0.014444444444444452,0.4116666666666667,58.01,28210952,58.0,63.0,-5.0
1007,350,-0.022418229918229917,0.41503394753394746,59.03,103021,59.0,75.0,-16.0
535,184,0.027456194599051725,0.32289631003916724,68.3,703970,37.0,49.0,-12.0
589,194,-0.050282738095238096,0.3459901556776557,74.08,31964514,64.0,72.0,-8.0
242,92,0.1778409090909091,0.4161931818181818,68.16,3303413,33.0,65.0,-32.0
2757,717,0.03431662244565469,0.37523939859423733,67.89,4908814,61.0,70.0,-9.0
708,193,-0.03098290598290599,0.38418803418803427,84.98,8388013,49.0,51.0,-2.0
734,276,0.010226211696799936,0.43107970460911643,64.04,23322195,54.0,62.0,-8.0
207,88,0.0858974358974359,0.3597069597069597,55.58,29783704,41.0,55.0,-14.0
789,268,-0.07286195286195286,0.43089225589225594,59.64,982874,63.0,67.0,-4.0
1178,388,0.08041773340160437,0.41597883597883606,71.75,4180595,24.0,60.0,-36.0
261,102,0.09027777777777776,0.38784722222222223,62.17,11921473,67.0,70.0,-3.0
795,241,-0.0297067901234568,0.37762345679012355,69.62,649120,37.0,57.0,-20.0
1445,461,0.029652870769892058,0.44203811554875394,68.7,23784006,80.0,74.0,6.0
425,157,0.027333333333333338,0.24966666666666665,46.0,634114,78.0,75.0,3.0
896,272,0.018633907463694702,0.428757176629517,69.21,2222699,44.0,62.0,-18.0
955,276,-0.015869534948482318,0.37604079643553334,75.54,5140171,54.0,62.0,-8.0
1033,348,0.06428571428571431,0.46244588744588744,65.56,8219325,54.0,65.0,-11.0
351,137,0.045275578080456125,0.4852043078872347,60.48,9914234,67.0,68.0,-1.0
432,139,0.32981481481481484,0.6012962962962963,76.45,22805715,22.0,45.0,-23.0
150,73,0.13579545454545455,0.48181818181818176,31.04,27947883,37.0,62.0,-25.0
439,156,-0.03860544217687076,0.30731292517006803,69.31,2101749,28.0,30.0,-2.0
425,179,0.02765567765567765,0.3904761904761905,56.69,10542206,32.0,62.0,-30.0
824,287,0.05359467692801026,0.2777376944043611,69.01,10196144,49.0,70.0,-21.0
726,252,0.07508190008190006,0.6026003276003276,70.02,149748,26.0,62.0,-36.0
232,90,-0.021363636363636362,0.2254545454545455,61.4,875305,83.0,68.0,15.0
194,74,0.12941176470588234,0.41176470588235287,60.99,25114906,45.0,53.0,-8.0
813,277,0.0840112433862434,0.49583333333333335,69.72,62084,97.0,79.0,18.0
171,80,0.04924242424242425,0.4128787878787879,61.16,10543058,51.0,62.0,-11.0
161,75,0.042857142857142864,0.2857142857142857,43.46,8938925,69.0,71.0,-2.0
372,137,0.13270676691729322,0.4459273182957394,69.92,12213090,61.0,69.0,-8.0
146,68,0.1132996632996633,0.5414562289562289,43.87,16193623,82.0,81.0,1.0
813,228,-0.11908933080808085,0.43052398989898993,84.57,2646948,39.0,58.0,-19.0
582,208,0.06129785247432305,0.3088702147525677,69.52,6049256,52.0,61.0,-9.0
104,59,0.28512396694214875,0.6534435261707988,47.76,30271101,45.0,59.0,-14.0
94,38,0.16250000000000003,0.51875,68.44,2763233,62.0,63.0,-1.0
878,274,0.11596520763187429,0.3114478114478114,71.04,3260698,41.0,62.0,-21.0
144,65,-0.045,0.11000000000000001,40.01,28552575,63.0,64.0,-1.0
522,192,-0.09560733384262796,0.45154061624649866,64.75,1210913,31.0,53.0,-22.0
398,159,0.0838092313092313,0.5673435123435123,52.02,277713,30.0,54.0,-24.0
107,43,0.42142857142857143,0.6214285714285716,64.2,31803985,53.0,65.0,-12.0
971,299,0.16476851851851848,0.4960505698005698,79.6,10328139,55.0,67.0,-12.0
541,196,0.07951388888888888,0.4350694444444444,68.2,3217,59.0,74.0,-15.0
134,62,0.1592727272727273,0.3864090909090909,71.68,14729074,65.0,71.0,-6.0
2215,573,-0.04225342664997839,0.5112180539766749,71.14,1218494,91.0,74.0,17.0
72,41,-0.05357142857142857,0.5571428571428572,46.44,3377808,62.0,68.0,-6.0
306,118,0.12033492822966506,0.4464912280701754,48.94,7558604,63.0,65.0,-2.0
374,152,0.07629148629148629,0.5626118326118326,61.06,2073069,60.0,65.0,-5.0
723,232,0.013352625635234334,0.403970449840015,80.41,1117164,88.0,80.0,8.0
88,37,0.25,0.3,76.56,9578547,71.0,69.0,2.0
747,261,0.04371308321308322,0.3625921115921115,57.2,444767,72.0,73.0,-1.0
558,202,0.047601010101010095,0.38535353535353534,70.84,1981903,97.0,81.0,16.0
250,102,0.023148148148148143,0.4181216931216931,63.63,61175,86.0,79.0,7.0
985,296,0.10652056277056274,0.43383838383838386,65.46,16963505,20.0,40.0,-20.0
741,270,0.10454004329004325,0.6012202380952382,57.06,18933002,40.0,66.0,-26.0
140,60,0.21948051948051947,0.3714285714285714,70.13,6000210,79.0,62.0,17.0
69,33,0.55,0.5499999999999999,59.64,2734962,47.0,64.0,-17.0
1194,364,0.002564272462231642,0.5278867391112287,68.4,5549065,83.0,73.0,10.0
935,285,0.058590367965367963,0.3773133116883116,69.52,992451,38.0,62.0,-24.0
134,69,0.07523310023310022,0.37756410256410255,55.98,1508787,43.0,47.0,-4.0
74,37,-0.045238095238095244,0.35714285714285715,62.38,16141547,55.0,59.0,-4.0
756,289,0.03193643162393162,0.5060844017094015,54.46,66853,87.0,78.0,9.0
602,214,0.09506387921022068,0.4415505226480837,64.85,307072,61.0,57.0,4.0
910,337,-0.02760770975056689,0.4286038224813735,68.2,13814165,9.0,28.0,-19.0
1311,357,0.02728876062209396,0.430282487574154,74.12,1934035,46.0,66.0,-20.0
412,139,0.12159090909090908,0.5761363636363636,67.69,7856287,58.0,60.0,-2.0
520,199,0.11466569606104492,0.4147059013338084,69.11,255931,87.0,79.0,8.0
529,176,0.08295454545454545,0.35715240641711227,76.05,2661422,40.0,61.0,-21.0
503,167,0.2062905844155844,0.4886025432900433,63.8,593127,54.0,79.0,-25.0
102,65,0.10330578512396693,0.33223140495867765,54.83,1644429,93.0,74.0,19.0
752,240,0.006944444444444442,0.4212962962962963,70.53,1096949,47.0,58.0,-11.0
211,75,-0.0020833333333333363,0.29583333333333334,82.44,26428662,40.0,68.0,-28.0
739,267,-0.0840204369274137,0.5480972515856236,69.01,2807539,56.0,67.0,-11.0
838,303,0.14816953731847346,0.3922661263086796,65.25,4326127,46.0,62.0,-16.0
1298,371,-0.02585401891252956,0.46517139479905434,67.59,4196905,77.0,69.0,8.0
762,257,-0.0041284942447733135,0.37601010101010096,69.52,878005,69.0,71.0,-2.0
1258,396,0.050515531765531765,0.514462676962677,60.65,6143174,71.0,70.0,1.0
366,138,0.18089990817263543,0.48725895316804413,50.3,168561,77.0,70.0,7.0
443,175,0.042282196969696983,0.48880208333333336,66.17,42507,86.0,74.0,12.0
736,261,-0.01900738150738151,0.38243978243978255,61.87,156644,56.0,61.0,-5.0
771,259,0.06260371572871573,0.5135912698412698,68.44,12121822,55.0,68.0,-13.0
500,188,0.17143308080808084,0.42850378787878785,67.08,407288,38.0,59.0,-21.0
