wikipedia_id,freebase_id,name,revenue,runtime,languages,countries,genres,release_date_datetime,imdb_id,metacritic_id,imdb_rating,imdb_votes,metascore,count_nomination,count_award
9390791,/m/0286_1d,Hermanas,,,"{""/m/06nm1"": ""Spanish Language""}","{""/m/06mkj"": ""Spain"", ""/m/0jgd"": ""Argentina"", ""/m/015fr"": ""Brazil""}","{""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}",2005-01-01,tt0362718,movie/hermanas,6.6,311.0,66.0,6,0
29375144,/m/0djbd6g,The High Cost of Living,,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada""}","{""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}",2011-04-22,tt1479388,movie/the-high-cost-of-living,6.7,2165.0,49.0,0,0
164387,/m/015wmg,...And Justice for All,33300000.0,120.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/02n4kr"": ""Mystery"", ""/m/06nbt"": ""Satire"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0gs6m"": ""Legal drama"", ""/m/05bh16v"": ""Courtroom Drama"", ""/m/03pgfj"": ""New Hollywood"", ""/m/0c3351"": ""Suspense""}",1979-06-29,tt0078718,movie/and-justice-for-all,7.4,38037.0,58.0,3,1
3550323,/m/09kzfd,Things to Do in Denver When You're Dead,529677.0,115.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3m_x"": ""Crime Comedy"", ""/m/0gw5w78"": ""Gangster Film"", ""/m/01z4y"": ""Comedy"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0c3351"": ""Suspense""}",1995-10-01,tt0114660,movie/thingstodoindenverwhenyouredead,6.7,29289.0,,0,2
1305819,/m/04rjwf,C.H.U.D.,4650000.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0g092b"": ""Monster movie"", ""/m/06vxwl5"": ""Natural horror films"", ""/m/06n90"": ""Science Fiction"", ""/m/0qdzd"": ""B-movie"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01q03"": ""Cult"", ""/m/07s9rl0"": ""Drama"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",1984-08-31,tt0087015,movie/chud,5.6,13669.0,57.0,1,1
1031231,/m/03_wh5,"Black Cat, White Cat",351447.0,135.0,"{""/m/012psb"": ""Romani language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/06x8y"": ""Serbo-Croatian"", ""/m/01bkv"": ""Bulgarian Language"", ""/m/0k0sb"": ""Serbian language"", ""/m/04306rv"": ""German Language""}","{""/m/0f8l9c"": ""France"", ""/m/087vz"": ""Yugoslavia"", ""/m/0345h"": ""Germany""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/01z4y"": ""Comedy"", ""/m/04rlf"": ""Music"", ""/m/0hj3mz5"": ""Comedy of Errors"", ""/m/02l7c8"": ""Romance Film"", ""/m/09q17"": ""Slapstick""}",1998-09-10,tt0118843,movie/black-cat-white-cat,8.0,55728.0,73.0,5,6
6305925,/m/0g08ws,The Astronaut Farmer,11130889.0,104.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/09n5t_"": ""Americana"", ""/m/07s9rl0"": ""Drama"", ""/m/03k9fj"": ""Adventure"", ""/m/0219x_"": ""Indie""}",2006-10-15,tt0469263,movie/the-astronaut-farmer,6.3,23132.0,55.0,0,0
196176,/m/01bwgr,Straw Dogs,11148828.0,118.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama""}",1971-11-03,tt0067800,movie/straw-dogs-1971,7.4,63529.0,73.0,3,1
9944484,/m/04dld6,The Battle of Algiers,,121.0,"{""/m/064_8sq"": ""French Language"", ""/m/0jzc"": ""Arabic Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03rjj"": ""Italy"", ""/m/0h3y"": ""Algeria""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03q4nz"": ""World cinema"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film"", ""/m/03mqtr"": ""Political drama"", ""/m/03hn0"": ""Historical drama""}",1966-09-03,tt0058946,movie/the-battle-of-algiers,8.1,64137.0,96.0,8,9
2509881,/m/07jwzw,Critters 3,,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/0hj3n7f"": ""Horror Comedy"", ""/m/0vgkd"": ""Black comedy""}",1991-01-01,tt0101627,movie/critters-3,4.4,12980.0,,0,0
23445121,/m/06wbrsg,No Impact Man: The Documentary,,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0219x_"": ""Indie"", ""/m/0jtdp"": ""Documentary""}",2009-09-04,tt1280011,movie/no-impact-man-the-documentary,6.6,1577.0,66.0,0,0
748616,/m/03813g,"Spring, Summer, Fall, Winter... and Spring",9524745.0,95.0,"{""/m/02hwhyv"": ""Korean Language""}","{""/m/06qd3"": ""South Korea"", ""/m/0345h"": ""Germany""}","{""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema""}",2003-08-14,tt0374546,movie/spring-summer-fall-winter-and-spring,8.0,85781.0,85.0,9,15
336846,/m/01xlqd,Grease,394589888.0,225.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0hn10"": ""LGBT"", ""/m/04t36"": ""Musical"", ""/m/01z4y"": ""Comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/02b5_l"": ""Teen""}",1978-06-16,tt0077631,movie/grease,7.2,293624.0,70.0,10,7
27463222,/m/0c037x9,Vanishing on 7th Street,,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural"", ""/m/0hj3n4p"": ""Gothic Film"", ""/m/02n4kr"": ""Mystery"", ""/m/0c3351"": ""Suspense"", ""/m/01drsx"": ""Disaster""}",2010-09-12,tt1452628,movie/vanishing-on-7th-street,4.9,27062.0,50.0,0,0
3033993,/m/08m1s2,Becoming Jane,37311672.0,112.0,"{""/m/02h40lc"": ""English Language""}","{""/m/03rt9"": ""Ireland"", ""/m/07ssc"": ""United Kingdom""}","{""/m/017fp"": ""Biography"", ""/m/04xvh5"": ""Costume drama"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3mws"": ""Biopic [feature]"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/03bxz7"": ""Biographical film""}",2007-03-02,tt0416508,movie/becoming-jane,7.0,64268.0,55.0,6,3
5696825,/m/0d_ng1,The Dark Half,,122.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/060__y"": ""Film adaptation"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller"", ""/m/0fdjb"": ""Supernatural""}",1993-04-23,tt0106664,movie/the-dark-half,6.0,18943.0,53.0,11,4
103021,/m/0p_sc,Midnight Express,35000000.0,121.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hn10"": ""LGBT"", ""/m/0219x_"": ""Indie"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3n1c"": ""Escape Film"", ""/m/0hj3mws"": ""Biopic [feature]"", ""/m/07s9rl0"": ""Drama"", ""/m/03bxz7"": ""Biographical film"", ""/m/0d1w9"": ""Prison"", ""/m/03k9fj"": ""Adventure""}",1978-08-31,tt0077928,movie/midnight-express,7.5,86600.0,59.0,14,17
33144131,/m/0gfrkw7,Fly Away,,80.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",2010-01-01,tt1697920,movie/fly-away,6.3,374.0,66.0,2,1
1940449,/m/067p6m,RoboCop 3,10600000.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/04pbhw"": ""Superhero movie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action""}",1993-11-05,tt0107978,movie/robocop-3,4.1,53044.0,40.0,3,0
6703617,/m/0gj6pd,The Forbidden Kingdom,127906624.0,105.0,"{""/m/0653m"": ""Standard Mandarin"", ""/m/02h40lc"": ""English Language"", ""/m/0459q4"": ""Standard Cantonese""}","{""/m/09c7w0"": ""United States of America"", ""/m/03h64"": ""Hong Kong"", ""/m/0d05w3"": ""China""}","{""/m/08322"": ""Wuxia"", ""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04xvlr"": ""Period piece"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action"", ""/m/0gw5qqq"": ""Chinese Movies""}",2008-04-04,tt0865556,movie/the-forbidden-kingdom,6.5,108640.0,57.0,5,0
29174042,/m/0dlm0sz,Toll Booth,,97.0,"{""/m/02hwyss"": ""Turkish Language""}","{""/m/01znc_"": ""Turkey""}","{""/m/07s9rl0"": ""Drama""}",2010-10-09,tt1753866,movie/gise-memuru,6.4,4498.0,,10,4
362719,/m/01_mdl,Superman,300218018.0,151.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/04pbhw"": ""Superhero movie"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action""}",1978-12-10,tt0078346,movie/superman,7.4,184098.0,82.0,23,17
4069274,/m/0bghc4,When Will I Be Loved,,81.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3n16"": ""Erotic Drama"", ""/m/02js9"": ""Erotica"", ""/m/0glj9q"": ""Erotic thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/0219x_"": ""Indie""}",2004-09-10,tt0396271,movie/when-will-i-be-loved,4.4,3519.0,39.0,0,0
5549065,/m/0ds11z,Sweeney Todd: The Demon Barber of Fleet Street,152523164.0,117.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0fx2s"": ""Tragedy"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama""}",2007-12-03,tt0408236,movie/sweeney-todd-the-demon-barber-of-fleet-street,7.3,381896.0,83.0,77,34
171058,/m/016z5x,Chaplin,9493259.0,145.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/09c7w0"": ""United States of America"", ""/m/03rjj"": ""Italy"", ""/m/07ssc"": ""United Kingdom""}","{""/m/017fp"": ""Biography"", ""/m/0219x_"": ""Indie"", ""/m/04xvh5"": ""Costume drama"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/0hj3mws"": ""Biopic [feature]"", ""/m/03bxz7"": ""Biographical film""}",1992-12-25,tt0103939,movie/chaplin,7.5,60924.0,47.0,19,3
2546429,/m/07m7j8,Friday the 13th: The Final Chapter,32980880.0,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen""}",1984-04-13,tt0087298,movie/friday-the-13th-the-final-chapter,6.0,57849.0,33.0,2,0
240088,/m/01jtxq,In Living Color,,,{},{},{},,tt0098830,tv/in-living-color,8.1,12401.0,,21,7
6170621,/m/0ft_c9,Herod's Law,,120.0,"{""/m/06nm1"": ""Spanish Language""}","{""/m/0b90_r"": ""Mexico""}","{""/m/0cshrf"": ""Political cinema"", ""/m/05mrx8"": ""Political satire"", ""/m/06nbt"": ""Satire"", ""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema""}",1999-11-09,tt0221344,movie/herods-law,7.8,6850.0,64.0,8,20
1033297,/m/0401sg,Resident Evil,102441078.0,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France"", ""/m/0d060g"": ""Canada"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/03k9fj"": ""Adventure"", ""/m/094ddt"": ""Doomsday film"", ""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/03p15s3"": ""Plague"", ""/m/0jb4p32"": ""Zombie Film"", ""/m/02kdv5l"": ""Action""}",2002-03-12,tt0120804,movie/resident-evil,6.6,283162.0,33.0,7,0
5254729,/m/0db2z1,I Could Never Be Your Woman,9576495.0,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy""}",2007-05-11,tt0466839,movie/i-could-never-be-your-woman,6.0,19133.0,,0,0
19168185,/m/04ldc1b,9 Dead Gay Guys,26377.0,83.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0hn10"": ""LGBT"", ""/m/0d63kt"": ""Gay"", ""/m/0bc42t_"": ""Gay Interest"", ""/m/01z4y"": ""Comedy"", ""/m/04tkhfk"": ""Gay Themed"", ""/m/0vgkd"": ""Black comedy""}",2003-09-19,tt0336910,movie/9-dead-gay-guys,6.2,1529.0,21.0,0,2
235331,/m/01j5x_,Red Beard,,185.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/02n4lw"": ""Art film"", ""/m/03q4nz"": ""World cinema"", ""/m/01g6gs"": ""Black-and-white"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/04gm78f"": ""Medical fiction""}",1965-04-01,tt0058888,movie/red-beard,8.3,20543.0,90.0,2,11
20506905,/m/04zy_f7,Perrier's Bounty,160430.0,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/03rt9"": ""Ireland"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0hj3m_x"": ""Crime Comedy"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action""}",2010-05-21,tt1003034,movie/perriers-bounty,6.3,7240.0,47.0,3,0
15297854,/m/03m3zmd,CSNY Déjà Vu,,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0cshrf"": ""Political cinema"", ""/m/01j28z"": ""Rockumentary"", ""/m/0219x_"": ""Indie"", ""/m/0jtdp"": ""Documentary""}",2008-01-25,tt1157620,movie/csnydeja-vu,7.0,479.0,54.0,0,0
7583494,/m/0kvbsw,Ethan Mao,,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hn10"": ""LGBT"", ""/m/02h8pkk"": ""Family Drama"", ""/m/09blyk"": ""Psychological thriller"", ""/m/0d63kt"": ""Gay"", ""/m/0bc42t_"": ""Gay Interest"", ""/m/07s9rl0"": ""Drama"", ""/m/04tkhfk"": ""Gay Themed"", ""/m/02wtdps"": ""Crime Thriller""}",2004-11-10,tt0430063,movie/ethan-mao,6.1,623.0,29.0,0,0
33544694,/m/0kv9kh,Dhoom 3,,,"{""/m/03k50"": ""Hindi Language""}","{""/m/03rk0"": ""India""}","{""/m/02kdv5l"": ""Action"", ""/m/0399b7"": ""Buddy cop""}",2013-01-01,tt1833673,movie/dhoom-3,5.4,48338.0,61.0,23,21
8637169,/m/027b_lp,Garage Days,,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0chghy"": ""Australia"", ""/m/0ctw_b"": ""New Zealand""}","{""/m/0219x_"": ""Indie"", ""/m/03q4nz"": ""World cinema"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/04rlf"": ""Music""}",2002-10-03,tt0280696,movie/garage-days,5.8,2895.0,50.0,4,0
856733,/m/03hq88,A Shot in the Dark,,103.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0gf28"": ""Parody"", ""/m/0hqxf"": ""Family Film"", ""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}",1964-06-23,tt0058586,movie/a-shot-in-the-dark-1969,7.4,30062.0,70.0,3,0
76345,/m/0k47y,Shaft,,98.0,"{""/m/02h40lc"": ""English Language"", ""/m/0t_2"": ""American English""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/0vjs6"": ""Detective"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02n4kr"": ""Mystery"", ""/m/018td"": ""Blaxploitation"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02kdv5l"": ""Action""}",1971-06-25,tt0067741,movie/shaft-1971,6.6,20598.0,66.0,6,6
20713032,/m/052172r,Bhopal: Prayer for Rain,,,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03rk0"": ""India"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01drsx"": ""Disaster"", ""/m/07s9rl0"": ""Drama""}",2012-01-01,tt0839742,movie/bhopal-a-prayer-for-rain,7.1,2158.0,50.0,0,0
1226289,/m/04k12v,Bless the Child,40443010.0,107.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural""}",2000-08-11,tt0163983,movie/bless-the-child,5.1,15207.0,17.0,6,1
3319645,/m/095kx7,Balseros,,120.0,"{""/m/06nm1"": ""Spanish Language""}","{""/m/06mkj"": ""Spain""}","{""/m/015w9s"": ""Television movie"", ""/m/03q4nz"": ""World cinema"", ""/m/0jtdp"": ""Documentary""}",2002-01-01,tt0321376,movie/cuban-rafters,7.1,629.0,73.0,4,7
33773022,/m/0g8p65k,Unforgivable,,111.0,"{""/m/064_8sq"": ""French Language"", ""/m/02bjrlw"": ""Italian Language""}","{""/m/0f8l9c"": ""France""}","{""/m/0hn10"": ""LGBT"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",2011-05-16,tt1583737,movie/unforgivable,5.8,817.0,67.0,2,0
7752732,/m/0kvgjd,The Comebacks,13539154.0,84.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/01z02hx"": ""Sports"", ""/m/01z4y"": ""Comedy""}",2007-10-19,tt0790804,movie/the-comebacks,4.3,11958.0,25.0,0,0
1307956,/m/04rq8l,Stage Beauty,2153070.0,109.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/0hn10"": ""LGBT"", ""/m/06cvj"": ""Romantic comedy"", ""/m/03p5xs"": ""Comedy of manners"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film""}",2004-05-08,tt0368658,movie/stage-beauty,7.1,10653.0,64.0,1,4
2216254,/m/06wmyc,Jefferson in Paris,2473668.0,134.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/017fp"": ""Biography"", ""/m/04xvh5"": ""Costume drama"", ""/m/02p0szs"": ""Historical fiction"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/03mqtr"": ""Political drama""}",1995-03-31,tt0113463,movie/jefferson-in-paris,5.7,3157.0,45.0,2,0
28530363,/m/0crs5bt,The Way,4430765.0,123.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/06mkj"": ""Spain""}","{""/m/07s9rl0"": ""Drama"", ""/m/03k9fj"": ""Adventure"", ""/m/01z4y"": ""Comedy""}",2010-09-10,tt1441912,movie/the-way,7.3,34703.0,64.0,8,1
