wikipedia_id,freebase_id,name,revenue,runtime,languages,countries,genres,release_date_datetime,imdb_id,metacritic_id,imdb_rating,imdb_votes,metascore,count_nomination,count_award
1722156,/m/05r3qc,Space Cowboys,128884132.0,124.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/0556j8"": ""Buddy film"", ""/m/03k9fj"": ""Adventure"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}",2000-08-01,tt0186566,movie/space-cowboys,6.5,84928.0,73.0,9,4
8326277,/m/026_hqx,Stealing Time,,99.0,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/04btyz"": ""Heist"", ""/m/0hj3m_x"": ""Crime Comedy"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}",2003-01-01,tt0251370,movie/rennies-landing,5.3,573.0,33.0,0,0
42507,/m/0bnzd,In the Bedroom,43368779.0,131.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie"", ""/m/09blyk"": ""Psychological thriller""}",2001-12-25,tt0247425,movie/in-the-bedroom,7.4,41757.0,86.0,75,39
11347793,/m/02r8hh_,Persepolis,22752488.0,95.0,"{""/m/064_8sq"": ""French Language"", ""/m/032f6"": ""Persian Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/09c7w0"": ""United States of America""}","{""/m/017fp"": ""Biography"", ""/m/03q4nz"": ""World cinema"", ""/m/060__y"": ""Film adaptation"", ""/m/0hj3mws"": ""Biopic [feature]"", ""/m/0hcr"": ""Animation"", ""/m/04xvlr"": ""Period piece"", ""/m/01j1n2"": ""Coming of age"", ""/m/01z4y"": ""Comedy"", ""/m/082gq"": ""War film"", ""/m/07s9rl0"": ""Drama"", ""/m/03bxz7"": ""Biographical film""}",2007-06-27,tt0808417,movie/persepolis,8.0,98586.0,90.0,58,29
5627729,/m/0dx2y_,Caterina in the Big City,,106.0,"{""/m/02bjrlw"": ""Italian Language""}","{""/m/03rjj"": ""Italy""}","{""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema""}",2005-06-03,tt0366287,movie/caterina-va-in-citta,6.8,3116.0,63.0,9,7
1129041,/m/048scx,Thirteen Days,66579890.0,145.0,"{""/m/06b_j"": ""Russian Language"", ""/m/02hxc3j"": ""Romanian Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02p0szs"": ""Historical fiction"", ""/m/03g3w"": ""History"", ""/m/02qfv5d"": ""Political thriller"", ""/m/06l3bl"": ""Epic"", ""/m/01f9r0"": ""Docudrama"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film"", ""/m/03mqtr"": ""Political drama""}",2000-12-16,tt0146309,movie/thirteen-days,7.3,61739.0,67.0,8,3
2889423,/m/089ddx,The Guests,,95.0,"{""/m/03hkp"": ""Hebrew Language""}","{""/m/03spz"": ""Israel""}","{""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema""}",2005-01-01,tt0426155,movie/ushpizin,7.3,2114.0,70.0,4,1
20700852,/m/064r97z,Grey Gardens,,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/03bxz7"": ""Biographical film"", ""/m/015w9s"": ""Television movie""}",2009-04-18,tt0758751,tv/grey-gardens,7.4,11016.0,,31,35
23502201,/m/06w84zy,Rocket Singh: Salesman of the Year,,132.0,"{""/m/03k50"": ""Hindi Language""}","{""/m/03rk0"": ""India""}","{""/m/03q4nz"": ""World cinema"", ""/m/0hj3nyp"": ""Workplace Comedy"", ""/m/0220p9g"": ""Musical comedy"", ""/m/04t36"": ""Musical"", ""/m/01z4y"": ""Comedy"", ""/m/01chg"": ""Bollywood""}",2009-12-11,tt1434447,movie/rocket-singh-salesman-of-the-year,7.5,21525.0,,11,1
4410141,/m/0c0rz3,The Nanny Diaries,44638886.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/0hj3nyp"": ""Workplace Comedy"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/060__y"": ""Film adaptation"", ""/m/02l7c8"": ""Romance Film""}",2007-08-24,tt0489237,movie/the-nanny-diaries,6.2,63060.0,46.0,2,1
1578168,/m/05cxdn,The Dangerous Lives of Altar Boys,2036599.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0219x_"": ""Indie"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/0vgkd"": ""Black comedy"", ""/m/01j1n2"": ""Coming of age""}",2002-05-17,tt0238924,movie/the-dangerous-lives-of-altar-boys,6.9,14078.0,69.0,0,2
577663,/m/02rw6c,Singles,18471850.0,95.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy""}",1992-09-18,tt0105415,movie/singles,6.7,32052.0,71.0,3,1
747689,/m/037_84,Hair,15284643.0,121.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0345h"": ""Germany""}","{""/m/0hn10"": ""LGBT"", ""/m/01fc50"": ""Anti-war"", ""/m/04xvlr"": ""Period piece"", ""/m/01q03"": ""Cult"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/082gq"": ""War film""}",1979-03-14,tt0079261,movie/hair,7.5,39864.0,68.0,5,2
3938081,/m/0b7plv,American Blackout,,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3n07"": ""Culture & Society"", ""/m/017fp"": ""Biography"", ""/m/0219x_"": ""Indie"", ""/m/0cshrf"": ""Political cinema"", ""/m/075fzd"": ""Social issues"", ""/m/0jtdp"": ""Documentary""}",2006-01-01,tt0492443,movie/american-blackout,7.6,334.0,61.0,1,5
26889567,/m/0djb3vw,Restless,163265.0,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}",2011-04-06,tt1498569,movie/restless-2011,6.7,18259.0,47.0,0,0
36712306,/m/0l8lv85,Coma,,,{},{},{},2012-09-03,tt2132641,tv/coma,5.8,2266.0,,7,0
3202819,/m/08z004,Beautiful Creatures,,89.0,"{""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0vgkd"": ""Black comedy"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0c3351"": ""Suspense""}",2001-01-19,tt0221889,movie/beautiful-creatures,5.8,3887.0,40.0,0,0
22808535,/m/063yzsm,Great World of Sound,,106.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/05p553"": ""Comedy film""}",2007-03-30,tt0826547,movie/great-world-of-sound,6.7,1292.0,72.0,5,5
1156559,/m/04b_jc,The Station Agent,8679814.0,89.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01t_vv"": ""Comedy-drama"", ""/m/0q9mp"": ""Tragicomedy"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0219x_"": ""Indie""}",2003-01-26,tt0340377,movie/the-station-agent,7.6,72533.0,81.0,31,29
11718158,/m/02rp_6t,But Forever in My Mind,,90.0,"{""/m/02bjrlw"": ""Italian Language""}","{""/m/03rjj"": ""Italy""}","{""/m/03q4nz"": ""World cinema"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/01j1n2"": ""Coming of age"", ""/m/02b5_l"": ""Teen""}",1999-01-01,tt0181396,movie/come-te-nessuno-mai,6.3,1671.0,59.0,14,6
8866201,/m/0g54nvz,Silent Hill: Revelation 3D,,,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror""}",2012-10-25,tt0938330,movie/silent-hill-revelation-3d,4.9,65952.0,16.0,8,0
4476914,/m/0c4mcp,The Number 23,77566815.0,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/09blyk"": ""Psychological thriller""}",2007-02-13,tt0481369,movie/the-number-23,6.4,209973.0,,5,0
113442,/m/0sxgv,The Right Stuff,21192102.0,193.0,"{""/m/02h40lc"": ""English Language"", ""/m/06b_j"": ""Russian Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/03g3w"": ""History"", ""/m/01f9r0"": ""Docudrama"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation""}",1983-10-21,tt0086197,movie/the-right-stuff,7.8,64317.0,91.0,16,11
3752065,/m/09z2yf,The Three Burials of Melquiades Estrada,9045364.0,122.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0hfjk"": ""Western"", ""/m/07s9rl0"": ""Drama""}",2005-09-11,tt0419294,movie/the-three-burials-of-melquiades-estrada,7.3,41566.0,77.0,9,5
2642703,/m/07ttmb,Kedma,,100.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/064_8sq"": ""French Language"", ""/m/03hkp"": ""Hebrew Language"", ""/m/0880p"": ""Yiddish Language"", ""/m/06b_j"": ""Russian Language"", ""/m/05qqm"": ""Polish Language"", ""/m/04306rv"": ""German Language""}","{""/m/0f8l9c"": ""France"", ""/m/03rjj"": ""Italy"", ""/m/03spz"": ""Israel""}","{""/m/0fx2s"": ""Tragedy"", ""/m/02p0szs"": ""Historical fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/03q4nz"": ""World cinema"", ""/m/082gq"": ""War film""}",2002-05-22,tt0304267,movie/kedma,6.1,781.0,36.0,5,3
24449669,/m/07l4ylb,Cairo Time,1995012.0,89.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03rt9"": ""Ireland"", ""/m/0d060g"": ""Canada"", ""/m/02k54"": ""Egypt""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/0hj3nbk"": ""Marriage Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}",2009-10-09,tt0896529,movie/cairo-time,6.6,6757.0,67.0,2,2
5662308,/m/0dyv78,Kill Me Later,,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/01rbb"": ""Crime"", ""/m/07s9rl0"": ""Drama"", ""/m/0c3351"": ""Suspense"", ""/m/02l7c8"": ""Romance Film"", ""/m/02kdv5l"": ""Action""}",2001-09-14,tt0243595,movie/kill-me-later,6.1,2425.0,34.0,0,0
30081969,/m/0g5879y,Albert Nobbs,5410553.0,113.0,"{""/m/02h40lc"": ""English Language"", ""/m/0t_2"": ""American English""}","{""/m/03rt9"": ""Ireland"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0hn10"": ""LGBT"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/02l7c8"": ""Romance Film""}",2011-09-02,tt1602098,movie/albert-nobbs,6.7,25346.0,57.0,43,19
2359777,/m/076cw4,Cure,,111.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/09blyk"": ""Psychological thriller"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/02wtdps"": ""Crime Thriller""}",1997-01-01,tt0123948,movie/cure,7.5,20729.0,70.0,2,9
11585,/m/032bs,Show Me Love,,89.0,"{""/m/06mp7"": ""Swedish Language""}","{""/m/0k6nt"": ""Denmark"", ""/m/0d0vqn"": ""Sweden""}","{""/m/0hn10"": ""LGBT"", ""/m/01j1n2"": ""Coming of age"", ""/m/03q4nz"": ""World cinema"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/0d63kt"": ""Gay"", ""/m/0bc42t_"": ""Gay Interest"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/04tkhfk"": ""Gay Themed"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/02b5_l"": ""Teen""}",1998-10-23,tt0150662,movie/show-me-love,7.5,54678.0,73.0,8,19
19824573,/m/04q72cv,The Girlfriend Experience,1007962.0,78.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/0424mc"": ""Experimental film"", ""/m/01z4y"": ""Comedy"", ""/m/0clz1b"": ""Slice of life story"", ""/m/0219x_"": ""Indie""}",2009-01-20,tt1103982,movie/the-girlfriend-experience,5.5,17074.0,66.0,2,0
18050522,/m/047s5c4,Baghead,140106.0,84.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/02qyzxg"": ""Mumblecore"", ""/m/0hj3n7f"": ""Horror Comedy"", ""/m/0vgkd"": ""Black comedy"", ""/m/01z4y"": ""Comedy""}",2008-07-25,tt0923600,movie/baghead,6.0,5389.0,62.0,0,0
35540180,/m/0g6vpmf,Romantics Anonymous,11500000.0,80.0,"{""/m/064_8sq"": ""French Language""}","{""/m/0f8l9c"": ""France"", ""/m/0154j"": ""Belgium""}","{""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy""}",2011-11-25,tt1565958,movie/romantics-anonymous,6.9,11865.0,69.0,4,2
2609817,/m/07rhl9,Leatherface: Texas Chainsaw Massacre III,5765562.0,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/0b7z1vt"": ""Road-Horror""}",1990-01-12,tt0099994,movie/leatherface-texas-chainsaw-massacre-iii,5.0,18842.0,30.0,0,0
16706073,/m/03ynwqj,"I Love You, Man",91636986.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02l7c8"": ""Romance Film"", ""/m/0556j8"": ""Buddy film"", ""/m/01z4y"": ""Comedy""}",2009-03-20,tt1155056,movie/i-love-you-man,7.0,214446.0,70.0,8,1
34767469,/m/0gy9pg7,Emanuel and the Truth about Fishes,,,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller""}",2012-01-01,tt1838520,movie/the-truth-about-emanuel,6.0,9631.0,41.0,1,5
1483025,/m/054_l4,Gunfight at the O.K. Corral,,122.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/0hfjk"": ""Western""}",1957-01-01,tt0050468,movie/gunfight-at-the-ok-corral,7.1,16894.0,56.0,4,3
2783427,/m/082f_5,Greenfingers,,129.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/07s9rl0"": ""Drama"", ""/m/0d1w9"": ""Prison"", ""/m/03p5xs"": ""Comedy of manners"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/01z4y"": ""Comedy""}",2001-09-14,tt0203540,movie/greenfingers,6.8,6441.0,46.0,0,0
4286886,/m/049vdj,Sleepwalkers,30524763.0,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/02b5_l"": ""Teen"", ""/m/060__y"": ""Film adaptation""}",1992-04-10,tt0105428,movie/sleepwalkers,5.3,24032.0,38.0,0,5
1317604,/m/04sg0b,Crimson Tide,157387195.0,123.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film"", ""/m/02kdv5l"": ""Action""}",1995-05-12,tt0112740,movie/crimson-tide,7.3,120571.0,66.0,9,5
1330877,/m/04tb5k,A Dirty Shame,1914166.0,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0gf28"": ""Parody"", ""/m/0gsy3b"": ""Sex comedy"", ""/m/01q03"": ""Cult"", ""/m/01jw2w"": ""Gross-out film"", ""/m/01z4y"": ""Comedy"", ""/m/0vgkd"": ""Black comedy"", ""/m/0bbc17"": ""Gross out""}",2004-09-12,tt0365125,movie/a-dirty-shame,5.1,13412.0,56.0,0,0
2216322,/m/06wn11,Ready to Rumble,12452362.0,106.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/0bbc17"": ""Gross out"", ""/m/01jw2w"": ""Gross-out film"", ""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}",2000-04-07,tt0217756,movie/ready-to-rumble,5.3,15066.0,23.0,0,0
471370,/m/02dj5n,An American Werewolf in London,61973249.0,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01hmnh"": ""Fantasy"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/0hj3n7f"": ""Horror Comedy""}",1981-08-21,tt0082010,movie/an-american-werewolf-in-london,7.5,117402.0,55.0,4,3
13505007,/m/03c7jvd,My Brother Is an Only Child,,108.0,"{""/m/02bjrlw"": ""Italian Language""}","{""/m/0f8l9c"": ""France"", ""/m/03rjj"": ""Italy""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/02n4lw"": ""Art film"", ""/m/03q4nz"": ""World cinema"", ""/m/01z4y"": ""Comedy""}",2006-01-01,tt0846040,movie/mybrotherisanonlychild,7.0,6716.0,,29,19
2002320,/m/06d6nx,Halloween 5: The Revenge of Michael Myers,11642254.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/02b5_l"": ""Teen"", ""/m/01585b"": ""Slasher""}",1989-10-13,tt0097474,movie/halloween-5-the-revenge-of-michael-myers,4.9,46241.0,28.0,0,0
1662573,/m/05lm43,The Game of Their Lives,388998.0,101.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation""}",2005-04-22,tt0354595,movie/the-game-of-their-lives,6.1,3488.0,47.0,0,0
3772864,/m/09_6gb,The Great Water,,93.0,"{""/m/06x8y"": ""Serbo-Croatian"", ""/m/04t67"": ""Macedonian Language"", ""/m/06b_j"": ""Russian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/01mjq"": ""Czech Republic"", ""/m/0bjv6"": ""Republic of Macedonia"", ""/m/0345h"": ""Germany""}","{""/m/0hj3mxx"": ""Childhood Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/03mqtr"": ""Political drama"", ""/m/03q4nz"": ""World cinema"", ""/m/082gq"": ""War film""}",2004-01-01,tt0365285,movie/the-great-water,7.0,866.0,62.0,1,4
27702708,/m/0c3zjn7,Real Steel,295120796.0,127.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03rk0"": ""India""}","{""/m/01z02hx"": ""Sports"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/07s9rl0"": ""Drama""}",2011-09-06,tt0433035,movie/real-steel,7.1,348305.0,56.0,6,2
31051087,/m/0gg7wj_,POM Wonderful Presents: The Greatest Movie Ever Sold,700000.0,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z4y"": ""Comedy"", ""/m/0jtdp"": ""Documentary""}",2011-01-22,tt1743720,movie/pom-wonderful-presents-the-greatest-movie-ever-sold,6.6,15110.0,66.0,5,2
1605320,/m/05g1dn,The Woodsman,4500000.0,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}",2004-01-19,tt0361127,movie/the-woodsman,7.2,34968.0,72.0,20,7
5098517,/m/0d2l2_,My Boss's Daughter,18191005.0,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}",2003-08-22,tt0270980,movie/my-bosss-daughter,4.7,30389.0,15.0,5,0
27788234,/m/04swgbz,Prodigal Sons,,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hn10"": ""LGBT"", ""/m/0hj3n21"": ""Family & Personal Relationships"", ""/m/0219x_"": ""Indie"", ""/m/0hj3n8h"": ""Interpersonal Relationships"", ""/m/0jtdp"": ""Documentary""}",2008-01-01,tt1295068,movie/prodigal-sons,7.1,752.0,74.0,4,8
31888284,/m/0gf8prt,Invisible,,90.0,"{""/m/03hkp"": ""Hebrew Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03spz"": ""Israel""}","{""/m/07s9rl0"": ""Drama""}",2010-01-01,tt1893261,movie/invisible-1969,6.4,87.0,63.0,2,4
31332187,/m/0bv6g3c,180° South,,85.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01z02hx"": ""Sports"", ""/m/014dsx"": ""Travel"", ""/m/0jtdp"": ""Documentary""}",2010-04-24,tt1407927,movie/180-south,7.5,3140.0,,0,0
667372,/m/031786,Harry Potter and the Goblet of Fire,896911078.0,156.0,"{""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/0fdjb"": ""Supernatural"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/02n4kr"": ""Mystery"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/0hqxf"": ""Family Film""}",2005-11-06,tt0330373,movie/harry-potter-and-the-goblet-of-fire,7.7,662956.0,81.0,44,13
1181830,/m/04f46y,Citizen Ruth,285112.0,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0219x_"": ""Indie"", ""/m/05mrx8"": ""Political satire"", ""/m/06nbt"": ""Satire"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0cshrf"": ""Political cinema""}",1996-08-24,tt0115906,movie/citizen-ruth,7.0,8793.0,64.0,2,3
2216810,/m/06wp7r,The Anniversary Party,4013506.0,115.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3n0w"": ""Ensemble Film"", ""/m/0219x_"": ""Indie"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/0hj3nbk"": ""Marriage Drama"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0vgkd"": ""Black comedy""}",2001-05-15,tt0254099,movie/the-anniversary-party,6.3,8642.0,56.0,6,2
1181828,/m/04f46l,The Heart Is Deceitful Above All Things,,97.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France"", ""/m/03_3d"": ""Japan"", ""/m/07ssc"": ""United Kingdom""}","{""/m/07s9rl0"": ""Drama"", ""/m/0hj3mxx"": ""Childhood Drama"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/0219x_"": ""Indie"", ""/m/060__y"": ""Film adaptation""}",2004-05-15,tt0368774,movie/the-heart-is-deceitful-above-all-things,6.2,7061.0,27.0,2,1
29305561,/m/0ds8504,The Mill and the Cross,,92.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/05qhw"": ""Poland"", ""/m/0d0vqn"": ""Sweden""}","{""/m/03g3w"": ""History"", ""/m/07s9rl0"": ""Drama""}",2011-01-23,tt1324055,movie/the-mill-and-the-cross,6.9,4348.0,80.0,7,10
16330093,/m/03wg_n2,Somers Town,,75.0,"{""/m/064_8sq"": ""French Language"", ""/m/05qqm"": ""Polish Language"", ""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/07s9rl0"": ""Drama"", ""/m/01j1n2"": ""Coming of age"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/0219x_"": ""Indie"", ""/m/01z4y"": ""Comedy""}",2008-08-22,tt1172206,movie/somers-town,6.8,6664.0,77.0,6,3
